PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11
CG6331:Orct:mRNA	0.00185832723591535	-0.00626412739750497	0.00103581483351549	-0.000649096777130927	-0.00481374216889881	-0.0196950670483044	0.0114862445409727	0.000932918130950858	-0.00314418352023715	-0.0185730484042704	-0.0151147969158377
CG6335:Aats-his:mRNA	0.000431143176137816	0.0080326465516811	-0.013158848648271	0.0176071610150284	-0.00243114402750895	-0.0003251328165461	0.0125581895011603	0.00018586657896614	0.00489452451542693	-0.00475557273811476	0.00768938775696062
CG6341:Ef1beta:mRNA	0.00284050883162859	-0.00257027802644704	0.00555281178355177	-0.00945707561855662	-0.0010635932661208	0.00381960397076606	0.0016818342797717	0.00176046332677574	-0.00774462974598492	-0.000812817231603509	0.00359553385058699
CG6342:Irp-1B:mRNA	-0.00218616201989529	0.00539434158014679	-0.0129844141692043	-0.000897792793284002	0.00374620977007386	-0.00997474172262873	0.00520551237908554	0.00159412111798056	-0.0269382964784978	0.00723369069308334	0.0187759468003429
CG6345:CG6345:mRNA	7.64377862401351e-05	0.00245452615633165	-0.0051540015680668	-0.0122912330419193	-0.0053905687162216	0.00563555923076052	0.00459045180020143	0.00138118424950554	0.00233375592112413	0.00913745753083159	-0.00422844891705333
CG6349:DNApol-alpha180:mRNA	0.00638980735052821	-0.00710181949473366	0.0156652470712952	-0.0118521941387408	0.00390825661804187	-0.00645825821200376	-0.00796420295613908	-0.00383320328756208	0.0146433634240904	-0.0016326896221946	0.0116182586755227
CG6352:OdsH:mRNA	-0.00654612242516776	0.00788135235492373	0.0218974765633241	-0.00803917798027148	0.00188323762078596	-0.00484815512787626	-0.00277893220191709	-0.00966321876509938	-0.0161953115687496	-0.00174321222732333	0.00357124862508845
CG6353:CG6353:mRNA	-0.00379529900442874	0.00813392991948548	-0.0157262629823755	0.0258906753144238	0.000262125972819705	0.000334414640713187	0.0184408862083794	-0.00465816053807653	-0.00976330666139546	0.0196227848818425	9.765784389055e-05
CG6356:CG6356:mRNA	-0.000620986806582318	0.00661823918083696	-0.0158230756152629	0.00935511696587701	-0.00110177160187865	-0.00519321294225879	0.00343476729389493	-0.0339797036273074	0.0143090576794886	0.00497033359000303	0.00773990399681504
CG6357:CG6357:mRNA	0.0120555715968458	0.0234293613869678	-0.00378827166351694	-0.0139051836340521	-0.0257122187472362	0.0295844736413355	-0.00757290990422954	-0.0318138690329743	-0.00669512341272679	-0.0271599599423957	-0.0208124307977053
CG6358:Xpac:mRNA	-0.00396777560176319	-0.00656258068421841	0.00258660609622063	0.0131217098636864	0.00743715155746675	-0.00179382502615009	0.00190920005204398	-0.00423878417909745	-0.0122159290745574	0.014267925041292	-0.00540442010100772
CG6363:MRG15:mRNA	0.0012614555169732	0.00126730599998443	0.00464528051177296	0.00321867906902582	-0.0010866732989864	-0.00102790975790372	-0.00986313703325633	0.0055209811503344	0.000589517944729873	0.0117750271603683	-0.0190745984720002
CG6367:psh:mRNA	0.000528134956719553	0.00290770582364502	0.000653964848822673	5.66123126740442e-05	-0.000122115470036958	0.0019040271771438	0.00103203449377465	-0.00280373901285119	0.0047381301073291	-0.000757535426648598	-0.00378737253600235
CG6369:Smg6:mRNA	-0.00261073272831421	0.00847926722147328	-0.000367602654106324	0.00805569369128988	0.00478446157312903	0.00855083274053794	0.00223827361980706	0.00945464813144776	-0.00305070427617764	0.00566178472807005	0.0114400351458759
CG6370:CG6370:mRNA	0.00432027093348561	-3.13372444977559e-06	-0.000609606469175915	-0.00358950806026226	-0.00425634853815797	0.00673611837917325	-0.0103028547863083	-0.000209485676825863	-0.000135159957256378	0.0121253145596039	-0.0079894060465198
CG6376:E2f:mRNA	0.00158496561888924	0.00556443894788554	0.0129354419433103	-0.0146163149833834	0.00680226871758853	-0.00621709135541966	0.0132618031119286	0.0032262033179739	0.00102478724589368	-0.00505654849194653	0.00385800178079467
CG6382:Elf:mRNA	-0.000225864194492929	0.00306284528406582	-0.00170591122512393	0.00651321673337174	0.00413793661794849	0.00326281649068216	0.0110855367198026	-0.00798656925491256	-0.00146684894924678	0.00204486555704001	-0.00751154340937873
CG6384:Cp190:mRNA	0.00691596417213615	-0.00432844214655182	0.0088181104825895	-0.00841576733826473	0.000483473108051987	-0.004894670868369	-0.00181721493249783	-0.0063880062608064	0.0070938449670337	-0.00458793362179663	0.0114339044963997
CG6386:ball:mRNA	0.00625019754221359	-0.00627126905691202	0.00677630469618671	-0.00738565721964626	-0.00334433045124045	-0.0153743479466694	-0.00463857188638603	-0.00431656030407853	0.00290360998988155	-0.00228670452756342	0.000140111353797659
CG6394:GalNAc-T2:mRNA	0.00368864541943791	0.00460091319584191	0.00732382825135718	-0.00370674242767918	-0.00452567748435096	-0.00182103350965068	-0.00113199676948519	-0.00358581187348094	-0.000203537305650076	-0.00987638516249395	-0.00391978446610202
CG6398:CG6398:mRNA	-0.0514581630960467	0.00699417179406486	0.00513444135433867	-0.00270684254364916	0.00331107354424652	-0.018641855690258	0.00101580314281317	-0.00916651023662343	0.000654246970514614	0.010661593916241	-0.00318173303427622
CG6401:CG6401:mRNA	-0.00300878936200809	0.00433197018442447	-0.00881735241238048	-0.00169266214490807	-0.00501622942783673	-0.00477975755943636	-0.00452851394988191	0.0141380173083365	0.0143243573557535	0.0129001636908935	-0.00771408530012137
CG6404:CG6404:mRNA	-0.00376123707697927	-0.000232852985539097	-0.00458525998997362	-0.00498739596241769	0.00475430919056947	-0.00866904621509721	0.00143200684824349	0.0122138400853914	0.0139865935574675	-0.00161845636258826	-0.0054196525336662
CG6405:CG6405:mRNA	-0.00224259451986928	0.00388236202590275	-0.0180073988130147	-0.00809033616829279	0.0220620012953116	-0.00792318729632872	-0.00740118312080509	0.0330861278919906	0.0201471969300571	-0.0194272543191362	-0.00561496599733075
CG6409:CG6409:mRNA	-0.00536401005457184	0.000901704570756762	-0.00586274513710847	-0.000533099508389015	0.014121292029061	0.0016600729727888	0.000853519906488542	0.0118700379277384	0.0105155430296697	-0.0111152314311126	-0.0044018185621244
CG6413:Dis3:mRNA	0.00282200819727676	0.00527235462809904	-0.00355322579524666	-0.00222955638427104	-0.00192169258716001	0.00290011232837035	0.000500853959501487	0.00621426346426352	0.00375955973491121	0.0106323939996427	0.0112276848630852
CG6420:CG6420:mRNA	0.00178892401175076	-0.00438441942470275	0.00493656115821381	-0.00153135478458788	0.00471130432242407	-0.00141787691941736	0.00473786421591781	0.00126061109672655	-0.0109105770950007	-0.00910229561203358	-0.0114572894155913
CG6425:CG6425:mRNA	0.00545195997046235	0.000495676520268013	0.00901435159259741	0.00100438093320872	0.0112888359529064	0.002028331956691	-0.00280676689195628	0.00857365257503472	-0.00476562826534659	0.00585120330176875	-0.00183273092948994
CG6426:CG6426:mRNA	0.00637932673453941	0.0114775629197717	-0.00700643885968668	0.0014355384251233	-0.00418724583760863	0.00755887372044477	-0.00621406966860933	0.0018027500648408	-0.00548417119641311	0.0104845590523764	0.0070640518072677
CG6428:CG6428:mRNA	-0.00393024372132991	0.00384110199951787	-0.00239746550659873	0.00145765467855969	0.0160429536833956	0.00717770114059578	-0.00106768869700209	-0.00443095420841	-0.0105422008267964	-0.00311087881596697	-0.00193913743300512
CG6438:amon:mRNA	-0.00462556638363371	0.000755295566112023	-0.000265823083609074	0.000387137674326881	0.00113285246214611	0.00460702657102356	-0.000112699401309882	0.00493219900803614	-0.00390673332530174	0.00223559933561174	0.00189723461011481
CG6450:lva:mRNA	-0.00257118664643504	0.00460496614837092	0.000385786103431353	-0.00639977584791113	-0.00136773637300511	-0.000546714595781211	-0.00700250071326794	0.0100504810224303	0.00287690918217875	0.00662417980672996	-0.0039140891651933
CG6451:blue:mRNA	0.00287584101827997	-0.000704549848918497	0.00282419422527478	-0.00931847947182706	-0.00565730165328046	-0.00331916097011438	0.00222576476824846	-0.00102175209726378	-0.00989845483959321	0.00128495609734677	0.00344651064249091
CG6461:CG6461:mRNA	-0.00318597944236536	-0.00787161571718029	-0.00740879850219901	0.0118820720216792	0.00518832824113157	0.00397019211664031	-0.0142350265839306	0.00075974678707316	-0.00397991265716017	-0.0144489103918437	-0.00725519377681763
CG6463:CG6463:mRNA	-0.0059626486084219	-0.00557156000549195	-0.0135838763072754	-0.00489222576416443	-0.0007870938341377	-0.00306495847869802	-0.00317670062948386	-0.00184289071158974	0.0102089499991926	-0.00654931063481479	-0.0153394579523639
CG6464:salm:mRNA	0.0319921704461908	0.0270266467958698	0.0327254128860276	-0.000700622138472801	0.0358689773476187	-0.0103381417088546	0.00156853343849339	0.0126892154744196	0.0306592636653168	0.00838201246809705	-0.00853521187429291
CG6479:CG6479:mRNA	0.00794221479277115	-0.00193973303570319	0.0137203045776009	-0.00747349572777385	0.00547830569170063	-0.00185034726499729	0.00464496006832855	-0.0140532482466707	0.00976186013522625	0.00596655875748903	-0.00746494110181101
CG6488:CG6488:mRNA	0.000924674699527867	0.000630357328363754	0.00275941897391991	-0.00568350254666518	-0.00211594258331417	0.00141608016052494	-0.00870236234763565	-0.00569645357222013	0.00274083861022169	-0.00978917265739783	-0.00393599711393946
CG6493:Dcr-2:mRNA	-0.00629004472150607	0.0118776795241203	-0.00782127273672444	0.00655692541910488	-0.00361447642366899	-0.0111590952319903	0.00612474324758024	0.000902181931598741	-0.0169037256022978	0.00754847286891256	-0.0192823507190606
CG6494:h:mRNA	0.00514001666805415	0.0160136306388965	0.0223020491631032	-0.0207425466688334	0.00252561225003956	-0.0111122254513934	0.00610243137092604	0.00792707646673388	-0.00545345428227985	-0.0025468408111855	-0.0154846892417278
CG6495:CG6495:mRNA	-0.00307061042997004	-0.00509480713831156	-0.00172775932263809	-0.000382613111253085	0.000527398618430837	0.00538336889865029	0.00315702966115518	0.00627443046547254	0.00178075787975107	0.00528207162721479	-3.35823854618812e-05
CG6509:CG6509:mRNA	0.0060026896184155	0.00386057689014189	0.00420535216910198	0.00172191269310814	0.00178476236879477	-0.0019998494461092	0.00836790103213493	0.00545013027904174	-0.00749610656434134	0.00201372492054589	-0.000112763802519859
CG6510:RpL18A:mRNA	0.00478964831088525	-0.000428942613045229	-0.000194971958827228	-0.0154858174225287	0.000125441024573916	0.00476985019462692	0.0020173636332922	0.0109328419294927	-0.00658088094410337	-0.00241805624049154	-0.0119871951406903
CG6521:Stam:mRNA	0.000422920950116668	0.00546940152170516	-0.00696878492842085	0.00281382730618312	-0.0074836961261596	0.000235315673776595	0.00953421542706536	0.000299679447333958	-0.0015341610663736	0.00718548594427118	-0.0116575960220453
CG6523:CG6523:mRNA	0.00110158139776866	0.00159731200884096	-0.00493267080275097	-0.00162806823489003	-0.000532091363369899	-0.00122250087421366	-0.00111879245446577	0.00178153933460361	-0.00146691112894618	0.00537007502370908	-0.0154329664794336
CG6530:mthl3:mRNA	-0.0391841345751591	-0.018575873656521	0.00522718021017638	0.0125250414172384	0.0141053524588385	0.00111365797101465	-0.0134699320866293	-0.000594823690389967	0.00212676529349861	0.00420064404684984	-0.00826823488747414
CG6531:wgn:mRNA	0.00481911292212454	-0.00844069031152757	0.0245842485116317	-0.014790671863213	-0.00149466309531551	-0.00116522737074915	0.00233113313299029	-0.00613456537954296	0.00544638955777355	0.000589371437872716	-0.00400095272669077
CG6534:slou:mRNA	-0.0644513445913695	0.0117718425171327	0.0343998964055685	-0.00308043791391706	-0.0511165898137766	0.00452237272821305	-0.000198192580836812	0.000290180451937575	-0.00477829102675417	-0.0083533648115001	0.00232855384597417
CG6542:EDTP:mRNA	-0.0155540150894185	-0.00879514720287256	0.00279294962938032	-0.0113167847190222	0.0139501887609666	-0.0025764255008392	-0.00134456294099031	-0.0111023017391025	-0.0114670948429226	0.0184781668572591	-0.0191629131332074
CG6545:lbe:mRNA	-0.021693261471968	0.0102258334243312	0.0105319114615779	-0.00657623880110201	0.000838629640082729	-0.0125166759947462	-0.00147207386113579	-0.00493249676225272	-0.00799966853565317	0.000855842048845443	-0.00527359096736312
CG6546:Bap55:mRNA	0.00553392374045982	-0.00603481298915225	0.00753760604952148	-0.0022193596100953	0.0033010373383242	-0.00381216959011146	-0.0148216008786731	-0.00459040483917446	0.00620167724640118	0.00494774669104735	-0.00750732398152347
CG6550:CG6550:mRNA	-0.00137888960079882	0.002972487587173	-0.00549498242925735	0.00700152450944811	-0.00471249278609928	0.00569923643447229	0.0103955893790398	9.41315936164346e-05	-0.00691720570104915	-0.0164022775253045	0.00758959042446517
CG6551:fu:mRNA	0.00503629063097883	8.16544185964268e-05	0.00674518529556459	0.00115214084385031	0.00252206122556569	-0.00296925467214658	0.000956656456598909	0.00790886701962646	-0.00185338699898253	0.00224283254296779	-0.0114471149140988
CG6556:cnk:mRNA	-0.000381235438027033	0.000687514725370886	0.00277375894515049	-0.00107542081463694	0.000916731560954211	-0.011098386747989	0.0064628465390576	-0.00288195752838414	-0.00897041684893182	0.00317648162893594	0.00770389905813473
CG6565:CG6565:mRNA	0.00261141859892111	0.00815855069722217	-0.000428661330350961	-0.00303939313154399	0.00477606784445938	0.00279610575405906	0.00489454199613997	-0.00990905570685944	0.00193288701478689	0.001265692636791	-0.0038044102846698
CG6571:rdgC:mRNA	-0.00181216807220754	-0.00263831318403052	-0.00221995928644726	0.00310906570969321	-0.00611480811444385	-0.00238170692581461	-0.00530531845456429	-0.00312503564246904	0.00400022369714598	-0.00892076749025659	-0.0027608190566246
CG6575:glec:mRNA	-0.00472472992297343	0.0163904439251282	0.00509078430596634	0.00103458527789941	0.0187243123283277	-0.0107924246122318	0.0178000108014225	0.000885501430718253	-0.00651195014820723	0.0189373419925212	0.0157810410928061
CG6593:Pp1alpha-96A:mRNA	-0.00453361696280184	0.000983189687267437	-0.00112489231659541	-0.00481552147029762	-0.000451475756325563	0.00448148364677426	0.00214196371483373	0.00131655785403855	0.00256464627309285	0.00325438245747324	0.00762275653895765
CG6604:H15:mRNA	0.00631752702232897	0.00703018580138555	0.00122793632898466	-0.00600722974837215	0.000843927195741396	0.0120059787880656	-0.00167530138762631	-0.000252827269294269	0.000604302417875091	-0.000266280660263266	0.00166686182496477
CG6619:CG6619:mRNA	0.0178152803026655	-0.0445790367316735	-0.00478664694576972	0.0169908692670949	-0.0205655664467516	0.032039176184287	-0.0141619474883241	0.0115348429348582	0.0181931788706973	0.00659617507369492	-0.00784206424602391
CG6620:ial:mRNA	0.00720992744824924	-0.00209915818020765	0.00420172798276413	0.00130356837783982	0.00577533262825981	-0.00785187562421092	-0.0160929360274921	9.00685716605727e-05	0.004089146666856	0.00466754004386005	-0.00751473410710024
CG6627:Dnz1:mRNA	0.00295100176800892	-4.9048133900332e-05	0.00739393952485021	0.000549686082681898	-0.00339085066856522	0.0058199967599994	-0.000833838357650999	-0.00145289686515288	-0.0120433160156397	0.0123115840277836	-0.00790068865896814
CG6632:Ing3:mRNA	0.00210819021074116	0.000453736461250224	-0.00341424641071734	0.0068496551996876	-0.00459024718402043	-0.00392267142045666	0.00790474607843496	0.011382422883977	0.00986441304368205	0.00555803069888584	-0.00948673722154145
CG6652:CG6652:mRNA	0.000784098123031294	-8.05906932497234e-06	0.000845131116657441	0.00122703680897026	-0.000888399186803674	0.000934908778187548	-0.00353795865481161	-0.00153165337234759	0.00644463726419007	0.000236699103216874	0.00105190009103484
CG6657:veg:mRNA	-0.00155311564413692	0.0116391636732767	-0.0163474508767923	-0.00487680222155762	-0.00228023856799301	-0.00181809498848584	0.013784341647959	-0.00250997423515469	0.00793233315494785	0.00547293657496706	-0.00415211038033601
CG6659:CG6659:mRNA	-0.000391704790252827	0.00160961454464366	-0.00803265331477776	0.0186363053773679	-0.00135095764974885	-0.00674652660423236	0.0020198767495182	-0.01348678230755	-0.00370494431144939	0.00755069810581836	0.0117884200882318
CG6662:CG6662:mRNA	-0.00655992674557428	0.000522274839411119	-0.00882025686706077	0.00277466905385341	-0.00290892068212337	-0.00416279472126478	-0.00171877154510201	-0.000473566389143916	-0.00455637701785159	-0.00200880440466969	0.00188288126648076
CG6664:CG6664:mRNA	0.00257028581153854	0.000390629752555457	-0.00336898030158555	0.0157351107076091	-0.00365047051327741	-0.000391880558463904	0.00907483535379757	0.00135158672967963	-0.00877769864741645	0.000883872860598083	-0.0036805447766259
CG6665:CG6665:mRNA	-0.000960964777437489	0.00110069290447638	-0.0122584405036516	-0.00184237276403544	0.00380993390481609	0.00149151777531711	-0.00746961332062762	0.00340823008441772	-0.00338477210206463	-0.000164260643089611	0.00937978546707961
CG6668:atl:mRNA	-0.00638637207045937	0.012095865885077	-0.00535055478170453	-0.00241318529932628	-0.00712486584645697	-0.0055410762976811	0.0150766539174035	0.00595575469867319	-0.00015079082189239	-0.00409746622648206	-0.00759982861938574
CG6669:klg:mRNA	-0.00641679582427344	-0.0159854142652353	0.00493969822359192	-0.0025318780861065	0.00342328205270074	-0.00565500592177417	-0.00495023163069423	0.00976337348320997	0.00997107044208864	0.0118328203684465	-0.00547491705712096
CG6673:CG6673:mRNA	-0.0010734072610786	0.00114734861060953	-0.00734892356359766	0.000121549968994879	-0.00661913469129327	-0.00487359502118762	-0.00556307515383798	0.00354695700211149	-0.00617158111630123	0.00697614148460383	-0.0116778881748703
CG6678:CG6678:mRNA	0.000694511998363212	0.000558181989584339	0.00340972011169114	-0.00611686097614813	-0.00232899990284272	-0.00930940293634198	-0.000512026936856653	0.0134234229020799	-0.00684936844595165	0.0138457527585823	0.00356534084763964
CG6683:CG6683:mRNA	-0.00052852274116178	-0.00164985526469906	-0.00166558012685755	0.0101247794503005	-0.00514606534970349	-0.00892775779887143	0.000989059589685026	0.00407506146981016	-0.00447394392800798	0.00243239658728793	0.00406994422271532
CG6687:CG6687:mRNA	-0.00932106380194745	0.00102024962805881	-0.0107760528174976	-0.0041369295067096	0.019972451960132	-0.00732673022699427	0.00011765328000869	0.00753209431448459	0.0105195078548736	-0.00845649703871543	-0.00426180139229938
CG6695:CG6695:mRNA	-0.00086405816252559	-0.00392384067784215	-0.0012812097593811	-0.00282525890924891	0.00598986355291424	-0.00416841521829337	0.00333257386190071	-0.00425491257357035	0.00475131390769029	-0.000778470593327616	-0.00750177701380582
CG6702:Cbp53E:mRNA	-0.00100137093939975	-0.00522478637628913	0.000332981487101428	0.00294509911864132	0.00554391206028284	-0.00161022514877404	-0.0118749865033151	0.00872413612646544	0.0104825630146467	-0.00237486408817931	0.00328189483781168
CG6705:tsl:mRNA	-0.000781666204785822	0.00211579260552782	0.0130957787967294	-0.00120031992694733	0.0106757440602599	-0.0258200018233634	-0.0029251493662268	-0.02030369813364	-0.0176181889203644	0.00727343202742165	-0.00535211849847845
CG6706:GABA-B-R2:mRNA	-0.00184150724278582	-0.00553970483730114	0.00807640180088401	-0.00268521018165059	-0.00188285812583743	0.0211507815800347	0.0175565102501987	0.0158539951348837	0.00212977786462935	0.000791875838705541	0.00967605776975226
CG6707:CG6707:mRNA	-0.00686601947530085	-0.00113835263406978	-0.0051922952056265	7.26841362106237e-05	0.00506532159752063	0.0101387630125848	-0.00166462639439592	0.00916919914384718	-0.0150378017753849	0.00496780080819644	0.00729461826242675
CG6713:Nos:mRNA	0.00640946139143372	0.0025489633909052	0.000786187871856634	-0.00480427597678119	-0.00101321746148046	0.00716113132517321	0.00181365453434412	0.0254448840783204	-0.0312481241721286	-0.00479755904796837	0.00874795831503191
CG6720:UbcD2:mRNA	0.00473083785928266	0.00425869082987929	-0.00100141158836725	0.00464381064134408	0.00704150193150433	0.00436565362678931	0.00164237623093603	-0.00480025845694362	-0.00613188726805068	0.00872522616300485	0.00754729805533393
CG6721:Gap1:mRNA	0.0125444620495921	0.00604447432566668	0.00468502034111751	-0.00706848578263079	-0.00578679534385242	0.0104691542729267	0.00380729254912489	0.00608113523940222	0.00706918510175065	-0.000910303479013837	-0.0194721721208313
CG6729:CG6729:mRNA	-0.00183337220256211	0.00290499992705126	-0.00292206334873936	-0.00579129798834168	0.00904144627013423	-0.0158964318110682	0.00067872992241177	0.00124003308559081	-0.00526917618403098	0.0083927881682841	0.011614459562606
CG6734:CG6734:mRNA	0.00415901293640709	-0.00105388810422241	-0.00155755823641569	-0.00970109140243157	0.00645962967275753	-0.00881039102047944	0.0180313926009562	-0.000151455038087441	-0.0124284420526572	-0.00137580629991544	0.0186875880851293
CG6745:CG6745:mRNA	0.00199626827897196	0.00845255467384703	-0.00599481152214814	0.0075973213726795	-0.00764470212337887	-0.0015055268504893	0.0103767053796049	-0.000440443254053125	-0.0045357154735534	0.0167348909542944	-0.00778775484314647
CG6756:Tom70:mRNA	-0.000297419205087605	0.00289037986753687	-0.00338358536370495	0.00235652596156421	0.00740429237796939	-0.00468640137693221	-0.0072138505864257	-0.0133984521927259	0.00316800953462491	0.0106311428275741	-0.0191383234550969
CG6759:cdc16:mRNA	0.00283688566732801	-0.00076153682804477	0.00102017713086629	-0.00666806742101552	0.00394782556400321	-0.00332483761478548	-0.0121918210870955	-0.00274694701021374	0.0121194933823766	-0.00407518613567194	-0.00367352244251147
CG6760:l(3)70Da:mRNA	0.00120254198792204	-0.000482105930557403	0.00257262937564715	0.00155141987621473	0.00477219611343578	0.0067659261152147	-0.00410509824170013	-0.00202744963761011	0.00447888501796248	-0.000341535573075628	0.0115548988405382
CG6765:CG6765:mRNA	0.00158184013301518	-0.00269066596099748	-0.00831195273833501	-0.0104536230296765	-0.00848987070506044	0.00378991559251564	-0.00147757099611356	-0.0150803189620942	0.014991402366483	-0.0138781351209975	0.0074874547050164
CG6766:CG6766:mRNA	0.0021800636946938	-0.00112091041747326	-0.00248342257538166	0.000234251716819389	-0.00780168663085558	0.0114400951106691	-0.0031237999720946	-8.35095680653415e-05	-0.000151815712158985	-8.6701202151675e-05	-0.0041360965109124
CG6768:DNApol-epsilon:mRNA	0.0082151964170023	-0.00650294433500069	0.0171241285158512	-0.0035144911381507	0.00192389848147245	-0.00583580999674098	0.000855271151094975	-0.00151069685053177	0.00389089888670524	-0.00376147375871722	-0.015094557414418
CG6770:CG6770:mRNA	-0.0115703005218107	-0.0171473916738648	0.0167652266135776	-0.0106657247181618	0.0138522135429071	0.0276779908449864	0.0049364952749559	0.0257805944701454	0.000464391186712207	0.0174687130769385	0.00383155471664759
CG6776:CG6776:mRNA	-0.0123597582631584	0.00412334490021418	-0.0292703308228074	0.0457149327900946	-0.00633967515272756	0.0140849931225533	0.00674873574734584	-0.00782344388635952	0.0155991659213865	-0.00518040764076352	0.00205279214856313
CG6778:Aats-gly:mRNA	0.00516411037391911	0.0084240353257477	-0.00519488746108008	-8.32275956506805e-05	-0.00425350599495104	0.00888903493897011	0.000621272765755697	0.0196321043466596	0.0108253442596247	-0.00400496837356931	0.0112918809829146
CG6783:CG6783:mRNA	-0.00110922609879079	-0.0217584364500391	-0.000931921953097678	0.000600247639026761	-0.000650741804882311	-0.0146726360472483	-0.0250519047633299	-0.0306039840519221	0.00582243109034683	0.0159822266313195	0.011375468798905
CG6785:CG6785:mRNA	0.000485544512919446	-0.000206670004990064	0.00131510734310915	0.000424602056485112	0.000261938782896586	0.00160024692205851	0.000835077447346569	-0.00096632387078484	-0.00107289540868681	0.00465716656224623	-0.00195693272618611
CG6791:CG6791:mRNA	0.00939016913153472	0.00633048947513722	0.0150222269798913	-0.00242228926638629	0.0054329188665027	-0.0061768088602264	0.00780809306438375	0.00788435912722352	0.00322775563635904	0.00657599404750815	-0.0151006258543633
CG6792:CG6792:mRNA	-0.00201162396649802	-0.00523282755499097	0.00122856735080049	-0.00458161774728073	0.00749032667925699	-0.00720938495039301	0.00685203851937698	0.000883278067838379	0.00796480060486536	0.00931570669191904	-0.00553389138416617
CG6796:CG6796:mRNA	-0.00132796877717303	0.00174819238462135	-0.00492524789973189	0.00745847538745673	0.00556557934133383	0.00493664324197637	-0.0109199952195906	0.00164002272419772	0.000590111228610808	0.00780868999045624	0.00776344391538661
CG6801:l(3)j2D3:mRNA	0.00404835813675906	-0.00431681407837342	0.00330817226659847	0.00166241175610727	-0.00417496643109728	-0.00437333701140688	-0.00640842424764182	0.00208509233848193	-0.000548732198353038	0.00584419898167657	-0.00769530132204437
CG6812:CG6812:mRNA	-0.00923292287348186	0.00160014425419527	-0.000565782132371906	-0.000217230666452927	-0.00597802573115041	-0.00374260775356153	-0.0107168475300366	-0.00704185330992298	-0.00553222331662126	0.00165511644472228	-0.0115032548088016
CG6816:Cyp18a1:mRNA	-0.0488361995835636	0.00598264289568532	0.00558856867804796	0.00578812695789505	-0.0100389830056423	-0.0209905945375849	0.00509808448827351	-0.00584120818481806	-0.00797551228813325	0.00379722769750807	0.00298179985624941
CG6817:foi:mRNA	0.00233593008900244	0.00289167986687993	-0.0152461163355974	0.00658251283881019	-0.00894853189125909	-0.00525970805158396	-0.000279162410513624	0.0071925514737927	-0.00542153316294588	0.00473589156785711	-0.0192281395445336
CG6818:MESR6:mRNA	-0.00101716524130754	-6.82972472780084e-05	-0.00570512934994714	-0.00481314901185215	0.000140062380360149	-0.00192652099542718	-0.00518324803297934	-0.000976874636805819	0.00102018824913063	-0.00325217242617829	-2.60201944552713e-05
CG6822:ergic53:mRNA	-0.00212456997492429	-0.00286967257850544	-0.00273479015403263	0.00493111887519617	-0.00285596875993373	0.00898125230135193	-0.00433086405761695	3.18930270786214e-05	0.000410277932147727	0.00381329231051175	0.0114817838296714
CG6830:CG6830:mRNA	-0.00139013048553877	0.000368812147138813	-0.00116323811746642	0.000315981618734709	0.00230310354947348	-0.00141090976572114	0.00358552547477026	8.38135691844559e-06	0.00107441435953396	0.00224928099103249	-0.00281935157649013
CG6834:CG6834:mRNA	-0.00114382022420594	-2.28409184306964e-06	0.000954131959426196	0.00248566790834232	0.000468030223998757	-0.00348994832355378	0.000550308009997961	-0.00218451782196975	-0.000905389821046722	0.000263951143804103	-0.000839107524257423
CG6836:CG6836:mRNA	-0.0452045895238873	0.00742553807582141	-0.00390869204068835	-0.00605423002253229	-0.00432301782827772	-0.0092746723278352	0.011370242256351	0.00373682756862684	0.00642916336033712	0.00071025805555444	0.00450399792056476
CG6846:RpL26:mRNA	0.00734048965530269	0.000335459994423714	0.00496031302615445	-0.0136073564078472	0.000612013845227792	0.0110804158312087	0.00165050821632732	0.0117541043244834	0.00341631941791986	-0.00445365114706599	-0.000311199865069475
CG6847:CG6847:mRNA	0.0164651020269241	0.0290087377816953	-0.0173663937507856	0.0699057777368469	0.00224365512833852	0.0254200036005593	0.0233487996618496	-0.0028601338827461	0.00145619882291685	0.010289498507826	-0.00737817008734333
CG6850:Ugt:mRNA	0.00164120332939815	0.00230321595603167	0.00130014329545297	0.00455578017394981	-0.00224176303326034	-0.000671366254218257	0.00226985970276522	-0.0033259653455174	0.000966445712695905	0.00952965147701036	0.00388323210005436
CG6854:CG6854:mRNA	0.0046467077491771	-0.00505733187246206	0.0135633052596185	-0.00353457116533575	0.00410581790445645	-0.000559067426537226	-0.0063815121375999	-0.00343723404835353	0.00525703964109995	-0.00624008755156999	-0.0075791951803853
CG6859:CG6859:mRNA	0.0054120147082572	-0.000266588079961194	0.00376241908044611	-0.0035455086016019	-0.00344911084711686	-0.00612990254751441	-0.00215027407142356	0.00656742970069476	-0.0109222359487985	0.00518440635914732	-0.00801217786396322
CG6860:CG6860:mRNA	-0.000729005662017418	-0.0183856458186671	-4.40639326572973e-05	0.00209575530051279	-0.0153021274442883	0.00142011876560778	0.0048209758336207	0.00210224469172199	-0.00628624165937229	0.00557160098109273	-0.0115494119350097
CG6863:tok:mRNA	0.0140548253698414	-0.129873487218471	-0.00275894557256913	-0.00645369057924892	-0.0461894897096221	0.0167574314112779	-0.00698725977432381	0.0163408198501696	0.0394850550980715	-0.0302367712876019	-0.0201642040280908
