PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12
FBgn0000137:ase:mRNA	-0.00629324009547603	0.00686407717808203	-0.00651690500373291	-0.00432350709955178	0.00789547675109641	-0.000866464703960549	-0.00319436659527636	-0.0101584647254996	-0.00131716719798557	-0.00729620779850509	0.00636412380873615	0.00257256223470268
FBgn0000139:ash2:mRNA	-0.00743994202339177	-0.00161458485435018	0.0028088202191862	0.0030224112738867	0.000594314490710301	0.0160445720761907	0.00295935582578556	0.00962214015640579	-0.00545166543311591	-0.0109853469503059	0.00526918544437784	0.00606779550072906
FBgn0000146:aub:mRNA	-0.00953593172169359	0.00769260521340494	0.00189483850656157	-0.0209009660425353	-0.0080547585134329	-0.0243787455249192	-0.0278361836491043	-0.00658929492459736	-0.0226888106905979	0.0025325049798698	-0.0137397690178473	-0.0116989144867491
FBgn0000150:awd:mRNA	5.79096206984739e-05	0.00606402428765953	0.0011130830950984	-0.013335840041051	0.00110560757830997	-0.00142945604183428	0.00752631135656467	-0.00685088760106563	-0.0152611759414979	-0.00418087515432719	0.00908512317690536	0.00652051290752267
FBgn0000152:Axs:mRNA	-0.00627701264425083	-0.00956581563235629	-0.0124607362300524	-0.0104988152673228	-0.0173287331367196	0.00628730134076937	-0.00125647199078652	-0.00108182736816907	-0.00893778621492362	0.00274730044403055	-0.0054710366018924	0.0125849235993443
FBgn0000153:b:mRNA	-0.00166131077949	-0.000877893737088475	-0.000880132141284144	0.00111314037890803	-0.000538446415715676	-0.00731767308359356	-0.0047895674091732	0.00152295251425942	-0.000849862414384804	0.000806848163914739	-0.00406128639121028	-0.00332357286681999
FBgn0000157:Dll:mRNA	0.000913233258799183	-0.000999285370442952	-0.00115120946750853	-0.00246443955231675	0.00473048904893373	0.00101340908783073	0.00115900679613189	0.000270048085710554	0.00179952540002766	-0.00688189015844263	0.00387649151550474	-0.00070943358260135
FBgn0000163:baz:mRNA	-0.0115207110652115	-0.0422093192197367	0.00292319744910985	0.0258213597990817	-0.00740321832011426	-0.0159320885339211	0.0190785973561508	-0.00976022754950597	-0.0166238092668895	0.0104482398195318	0.00804369539978877	0.00311147226347629
FBgn0000171:bel:mRNA	0.00120693161260216	0.00200243806221524	-0.00331004274164999	0.00327309114826769	-0.00819047319961477	-0.00126323853873473	-0.000864800150211177	-0.00136462447105225	0.00122405338212196	0.00121010844278731	0.0038937477963013	-0.00966929478225013
FBgn0000173:ben:mRNA	-0.00523165987382825	0.00389208112271407	-0.000163950062093377	-0.0024375483491179	0.000355638891252226	0.0011330199888993	-0.00211761556102441	-0.00407450593850661	0.00431622612562679	0.0089591302507634	7.84339138360305e-05	0.0034272083429734
FBgn0000179:bi:mRNA	-0.00994046328467559	0.0190500354982355	0.00813758606494009	0.00105433955805623	-0.00851102058179614	-0.0131763107917385	-0.0379559988725394	-0.00363165264830143	-0.000814147086317776	0.04622613775812	0.00939999255979179	-0.00734770469162346
FBgn0000181:bic:mRNA	-0.000562539783399093	0.00122761258129238	0.0012795355591594	-0.000308355875399312	0.00385004776998921	-0.00436382384988548	0.000300301850237001	-0.0142655730669722	0.00938637316765588	-0.00318802326147962	-0.00383798683032006	-0.0124924006453154
FBgn0000183:BicD:mRNA	0.000685653366467858	0.00997444663410811	0.000948041133227874	0.000687865704469245	-0.00598527724189547	-0.00361312832048385	0.00222445409862338	-0.00264676200986604	0.00609623793134822	-0.00489476225066492	0.0116499597256796	0.00655889367002177
FBgn0000210:br:mRNA	0.0147678725318117	-0.00293162773081118	0.0123550809967638	0.00409388513963877	-0.0090705705650574	-0.00757737221014209	-0.0012949511764369	-0.00586047373353028	0.0361723070639363	-0.00424419701280158	-0.00081452627614741	-0.018909668043693
FBgn0000221:brn:mRNA	0.00440372898410811	-0.000222206270573341	0.00346827646620669	-0.00688138834997708	0.00742373561189878	-0.00324204297365889	-0.00221911170062322	-0.00798506543687618	0.0115350732848207	-0.00883459935878976	0.000432356063428041	-0.00774544048640873
FBgn0000228:Bsg25D:mRNA	-0.00115693332654463	-0.0048075132843811	0.00453928311261149	0.000263826736386004	-0.000321780660041472	-0.0027286661202264	0.00419169669687673	0.00218555693018887	0.0108106657623013	-0.00317148601530583	-0.00465060562758166	-0.00635331449998317
FBgn0000229:bsk:mRNA	0.000392354523017349	0.00325273195052778	-0.00448607724911795	-0.00147818814518341	-0.00234568722719359	-0.00271501035119892	-0.000915815786565237	-0.00535598083979107	-0.00445166821281978	0.00520403824214127	0.000946787888683739	-0.00630900203115854
FBgn0000239:bur:mRNA	0.00293777096551701	-0.000906102106052852	-0.00419126204372291	0.00251265266894792	0.00195725858247606	-0.00104360475827547	-0.00331035622575104	-0.00361132427548103	0.000301952073903681	0.00563188588826227	0.00356420627175948	-0.00299472844691988
FBgn0000241:bw:mRNA	0.000744829364033151	0.00175644891028102	0.003244687338659	0.00150982155122748	0.0025612734182291	0.00165230157308388	0.00337930648641858	-0.000502175687892744	-0.00209564672185836	0.00689714571028564	0.00936466029763791	-0.00132496768435452
FBgn0000242:Bx:mRNA	0.0223809025588252	-0.0158470017194533	-0.00211374685493772	0.00692795334632165	0.00612485939703519	0.0214678316317004	-0.0272168584815632	-0.00821465647505689	-0.00560285807445126	0.00461841201432917	-0.00432602226389489	-0.00629946762476426
FBgn0000244:by:mRNA	-0.017500631379062	0.0114323321783522	0.00265390471823256	0.0101483842838508	-0.0135880985072714	0.0095845705673457	0.0029225064921107	0.0225758133151596	-0.0145505959471441	0.0147870423089426	0.00327931271040651	0.00913602808704825
FBgn0000246:c(3)G:mRNA	0.00357022371337297	-0.00497365381660805	0.00608227668723078	0.0235387005977164	-0.00676810940126876	0.0113213124026126	-0.00452962727687335	-0.00353625290334454	-0.00196835607140722	0.00899319703585674	0.0125536755755957	0.000250926240682761
FBgn0000253:Cam:mRNA	-0.00826762860926963	0.00842399885350102	-0.0143703809110292	0.00354660357899749	-0.00606009924255268	-0.00910150128103632	0.0129582208091102	-0.00214829850005275	0.00811481659275464	0.00503920203896354	-0.00333004581050603	0.0159007741211668
FBgn0000256:capu:mRNA	0.0143861747217855	0.0173085198197409	-0.0156503201645033	0.000487621451035653	0.00762840969142146	0.00443311841264916	0.0228344451779658	0.00726080069090835	0.00312624000407597	0.00356167138164763	0.0297631455456289	0.00538263189295009
FBgn0000257:car:mRNA	-0.000893344941042682	5.27979252589333e-05	0.00107331568325091	0.00273708234859045	-0.00267370492312771	-0.00165171229736677	0.00605027750399176	-0.0051780810916576	0.00427936282912412	0.00439950210074069	-0.0042528170075202	0.012887704931479
FBgn0000259:CkIIbeta:mRNA	0.00223608756497445	0.00225963358255281	-0.000765606329371814	0.00410309865988755	-0.00243731344316796	-0.000904983152158743	0.00617776113543354	-0.00561601974737275	0.0164626066841321	-0.00264162628258663	0.00316639422367464	0.0163057106083936
FBgn0000273:Pka-C1:mRNA	-9.1404340466541e-05	-0.00269706289966662	-0.00349707412751095	0.00265569185546856	-0.00453921398984531	0.00776087291287884	-0.00508653780306771	-0.000700375164117348	0.0139003600968296	-0.00281754282741421	0.00129061973958313	0.00319771953708805
FBgn0000286:Cf2:mRNA	-0.00105135995621997	-0.0071922426003235	0.00645680371062141	0.000364797849589342	-0.00915459008024638	-0.00544555535799356	-0.00419524761133135	-0.00249552286904952	0.00534617913326941	0.00265507043081199	0.00742438978913164	-0.0191586164660324
FBgn0000287:salr:mRNA	-0.00168480099072592	-0.0113824498840441	-0.0114954750235625	0.0280975148925984	0.00497145977000592	0.00571897100475965	0.027114534590469	0.0322794008899275	0.0280680325603813	0.0324601704252767	0.0233513405664405	0.00231619289012722
FBgn0000289:cg:mRNA	0.0117508933910043	0.000402427395933598	-0.000631325909325987	0.00498102700288471	-0.000670536933882707	0.00938975542659479	0.0112073087684367	-0.00665747433033017	0.00773780034066215	0.00656341610535455	0.00443927419094632	-0.0156877925124129
FBgn0000307:chif:mRNA	0.00451477687923196	0.00119663767912128	0.0019308222801109	0.00582492827986209	-0.00558613352380234	-0.00237667317569752	-0.00911321475152242	-0.0154355083800769	-0.00456827188313857	0.00781250259789766	0.00794681050184145	0.00660996038413626
FBgn0000308:chic:mRNA	-0.00411978838270618	0.00277695136478772	-0.000759780524897967	-0.00447694005069014	-0.00360579305269017	-0.0145997311733403	0.00280003614399531	-0.00684579393353358	0.0113266784159039	-0.00608592067627825	-0.00128328129436826	-0.00946776131222966
FBgn0000316:cin:mRNA	-0.000389649915519127	0.00124449999155982	-0.00174552423989375	0.000134591049977297	-0.00235756278351011	-0.00390035560787185	0.0011473956435189	0.00138525557073516	0.000169969120031319	0.00529760670320539	-0.0111778739176804	-0.000951856425100739
FBgn0000317:ck:mRNA	-0.0151248348195643	0.00603765750506709	0.00720984965723982	-0.0130103428770711	-0.00276289759715214	-0.00670443952805456	0.00776431707960579	0.0155426671886356	0.0287235851332107	0.0129230805516275	-0.0082391337961269	0.0127501465020832
FBgn0000318:cl:mRNA	-0.00469439659221805	-0.00655237027414362	0.00267969483339892	-0.0156229693784318	-0.00143616241132771	-0.0115822369603937	0.0118700845297161	-0.00387922126954988	0.00339789789387175	0.00808480867179327	-0.0115437704892068	-0.0158388956831406
FBgn0000319:Chc:mRNA	0.000854345345027653	-0.001812408889319	-0.00296766886059655	0.00315561363867474	-0.00246618255931544	-0.00445577081417536	0.00524548469773125	0.00319719941922937	0.00550296438212679	-0.00483723216729069	0.00262279597380398	-4.48843985113967e-05
FBgn0000320:eya:mRNA	-0.0211664337943765	0.0620803261652264	0.0232708894972517	-0.0181078898378254	0.0038096614994562	0.00795195310702942	0.0298910584467072	0.0148630681341433	-0.0141938089017289	0.0368930676934398	-0.0164873616938821	-0.00441019614616225
FBgn0000326:clt:mRNA	-0.00510280571128004	-0.00527537249792952	-0.00221848268067123	-0.00607320968770914	0.00703231615940933	-0.00191907431421029	-0.00313735657784566	0.00527719524912198	0.00496522349069011	-0.00535036783452684	-0.00531385636167851	0.00152263294530935
FBgn0000330:cm:mRNA	0.00175840048050701	-0.000360416197688622	0.00309868696337043	0.00924502442121464	0.00740248506125801	0.000645989492355304	-0.00675949755474577	0.0092507001138871	-0.0110871881356798	-0.0141283990027722	-0.00160991004391606	-0.000419339578097447
FBgn0000346:comt:mRNA	-0.000843799039807799	0.00129775268090754	-0.00711020572785784	0.00523169421283272	0.00427018878264275	-0.00135131489592147	-0.00519413751782137	0.00675680159326523	0.00643730332806553	-0.00315886286239854	0.00237315650140991	0.0127335220766825
FBgn0000363:cpo:mRNA	-0.025752968032195	0.00407058063854945	0.0135952516997311	0.0110183858328962	-0.0186865315578081	0.0151931540667374	-0.0242492309536397	0.021989382561391	-0.00883385900983159	0.0158226135778794	-0.0220550283441849	-0.0042285541174299
FBgn0000377:crn:mRNA	0.00444356487570364	-0.00812468161327093	-0.0059853986555572	0.0051051706203148	0.00528387831618134	0.00514560201599156	0.00560096919998263	-0.00441289454830595	-0.0115347931912175	-0.00174547139813472	-0.00771568264380906	-0.00961480530280453
FBgn0000392:cup:mRNA	0.0116009695297284	-0.0102948243333946	0.00202451980166368	-0.00898468725595294	0.000161904175681344	-0.00625163971254197	-0.0104395830621497	0.00236908668171749	0.00530278658695496	0.0036615528431861	0.00391903308490409	0.01630848562062
FBgn0000394:cv:mRNA	4.61052456950239e-05	-0.00253633487856447	-0.00166460682272378	-0.00712850243878566	-0.00227612147142598	0.00288041584804481	-0.0082272321223498	0.00113386753083863	0.00217289595046977	-0.00115498872077209	0.0025897006141099	0.00323281805642874
FBgn0000395:cv-2:mRNA	-0.0153986329332096	-0.00200800176754497	0.0152280314392234	0.00486876824472786	-0.00458646035140267	-0.0364636958595331	0.0148704465332103	-0.00351680674981322	0.014211747449679	0.0166701675710401	-0.0082886370861434	-0.0124344202589267
FBgn0000404:CycA:mRNA	0.0113567291167977	0.0128408302471006	0.000371646931931492	0.00182563623754706	-0.00500197545900296	0.00926362757650124	0.0120554844744561	0.00253740651570439	0.0114046049266281	-0.00872558987758378	-0.00633148805195675	0.00628543874894413
FBgn0000405:CycB:mRNA	0.0137739597706889	-0.00357890781071404	-0.00432585890272459	0.00351891068894844	-0.00333306676521808	-0.0109975156702034	0.00117227276136901	0.0086259174043154	0.0110808076115506	-0.00905344656716474	0.00153489629448374	0.00950654249782999
FBgn0000412:D1:mRNA	0.00784406903389183	-0.00217267240614578	-0.0107070910112758	0.000317381613597589	-0.00294187755897344	0.00712468221550766	-0.00123500886946291	-0.00220993673299681	-0.00631790615356197	-0.00139015483813567	-0.0083121197532392	-0.0161103761642221
FBgn0000414:Dab:mRNA	-0.00043799764966417	0.000922726947220349	0.00528203866674645	0.00727230379310758	0.00172263182710746	-0.000530348995973616	0.00267178381482108	-0.0055449193022819	0.00163776010360838	-0.00407719179463678	-0.00310791827603032	-0.00959115678411009
FBgn0000422:Ddc:mRNA	-0.0013232838317106	-0.000879849924259048	0.00051471622100474	-0.000365973042694868	0.00114977458554083	-0.0012269225905308	-0.00638907883673759	0.000859600516082658	-0.00125781982371021	-0.00524589596641332	0.00501098851146297	0.00156013848441516
FBgn0000426:DebB:mRNA	0.00280069302480941	0.00176841706720479	-0.00406509089389696	-0.0054037396905346	0.00381245601854591	-0.00261458491465906	0.00866842885530543	-0.00546746891223731	-0.00552565113604554	-0.00629615269172267	-0.00824511769814781	0.015963218335607
FBgn0000427:dec-1:mRNA	-0.0256292064606291	0.000784761331993734	-0.00420010053678098	0.0029447343646819	-0.00698720648880037	-0.00291464735635892	-0.0136297914309312	-0.012287202641746	-0.00241662694020543	-0.00478523042482098	-0.0130810285516957	0.00929041974923726
FBgn0000447:Dhod:mRNA	0.00146643025111246	-0.00232265222925707	-0.00844948285440631	-0.00418483971064908	0.00767115081790469	-0.000514307187348329	-0.000628240202471037	-0.00104043907607878	-0.00452006219412308	-0.015313934235293	-0.00894829483576906	0.0157514755003373
FBgn0000448:Hr46:mRNA	-0.0162086709193333	-0.00637879456914047	0.00996703091515445	0.000801851659100482	-0.0134993066375039	-0.00450459850434227	-0.0342906746678468	0.00191236070866832	-0.0106742054901024	-0.00497566564567575	-0.00113153618864883	0.00718387265640838
FBgn0000455:Dip-C:mRNA	-0.00268388446878119	0.000116110434555558	0.00242986897178898	0.00265358989680806	-0.00309111263348071	0.00973691159222458	-0.00304251769834268	0.000151444266430931	-0.00596967498396222	0.0251282921992486	0.00240559184531301	0.0131098327882885
FBgn0000459:disco:mRNA	0.0201422245121771	0.00038755938663481	0.0111077489928373	-0.0115367747629656	0.00506016125223443	0.00150065747802345	-0.0102497372533193	-0.0147830510820184	0.0103661061652866	-8.15485519267584e-05	-0.0224116188640866	0.00322336128846455
FBgn0000463:Dl:mRNA	-0.00702779080763606	0.0291146431821696	0.0164399741282705	-0.00157933008982047	0.00835648326594994	0.00829831692142989	0.0155873154808201	-0.0136207157012135	0.000106171842026651	0.00641450335488248	-0.00266357012044493	0.0100749674238356
FBgn0000464:Lar:mRNA	0.00285741513878214	0.00119542298286995	0.0117966023939291	8.92051343393536e-05	-0.0060610900189478	0.000683749606250172	-0.00737038301691269	-0.00716392982247656	0.00660109977383236	-0.0014247507566271	-0.00397832140120057	0.00334618224692739
FBgn0000473:Cyp6a2:mRNA	-0.00257169513805077	-0.0163193402737275	-0.013344839565122	0.0257109715609159	0.009897970785989	0.0425277501742381	0.00368578970667419	0.0543747035456526	0.0135083752768003	7.99885522460121e-06	-0.00340644685860879	0.00594468818752668
FBgn0000477:DNaseII:mRNA	-0.0259097942542794	0.00628261750512351	-0.0100331458880563	0.00738910131498499	0.00629639375685181	0.0126854028568683	0.000270357242316092	-0.0134688258671999	-0.0201248183944275	0.00320235922391635	-0.0047022190885612	-0.00015231951213384
FBgn0000479:dnc:mRNA	-0.00537773461335102	0.00261262243881201	0.0170022483558906	-0.00387048648462089	-0.015544629264744	0.00253718986599021	-0.00960753272959048	-0.00748538022331093	0.0170045221202889	0.0028076947563629	-0.00305670238151176	0.0161617838557192
FBgn0000482:dor:mRNA	0.00346215941441032	-0.00588625973559468	0.000929091120967562	0.00678577022392776	0.00125294968401656	0.00306378895107449	0.00868919946581017	0.00726152529747923	0.00747925039949845	-0.00894576622546381	-0.0023516906853352	0.0157833171115471
FBgn0000490:dpp:mRNA	-0.0270584839131052	-0.00231041570955725	-0.0132096085070443	0.00217554004715404	0.00916157957404268	-0.00194248647937155	0.0051582262107025	-0.01126323328239	-0.000579155519919063	0.00386390957987608	0.00369647283830552	0.00161645045428126
FBgn0000499:dsh:mRNA	0.00344268722115677	-0.00141883733453898	0.00104727816530563	0.0073381483049838	-0.00266874921600407	-0.00774266816080165	-0.00170470568170095	-0.00405127879577666	0.00517521104062976	0.00329079050683017	0.00389479514325887	-0.0126476000657631
FBgn0000527:e:mRNA	-0.00134136933283768	-0.00453945133610089	-0.0113477200248628	-0.00315518410797019	0.0133411240375648	-0.00462717607243282	0.00157039189175888	0.0232193969147151	0.00506882816515896	0.00358466527378513	0.0114234214142534	0.00419591534943271
FBgn0000535:eag:mRNA	-0.0012346219942931	-0.00306431068109154	-0.0010317810316746	0.00536500808891257	-0.00598491941638071	-0.00335181883858153	-0.0040147569691347	0.00213085261871821	-0.00340308573272945	0.00660427864762391	-0.00403575235995884	0.000604818601698539
FBgn0000536:eas:mRNA	-0.00741284625958112	0.00307608691530549	-0.0108838665362698	-0.00746638389339425	0.00968585353529773	0.00643221290245602	0.00253131929643239	0.00164178332545218	-0.0132081689697434	0.00247768972129814	-0.0028157517169821	0.00160694395144724
FBgn0000541:E(bx):mRNA	0.00955494214055244	0.0010597184986464	-0.000305093734240433	0.00100025618702516	-0.00437712724299386	0.00356322286997122	-0.00649228097437545	-0.00572258846093463	0.00861965944956715	-0.00101063537834252	0.00167320504457592	0.0160993012713752
FBgn0000542:ec:mRNA	-0.0146023680189203	-0.0172083847596334	0.00288995563704473	-0.00641286947033418	-0.00181577866706245	-0.0132654393832732	0.0201962521952073	-0.030118832575428	0.00656361431915124	-0.00100777491550936	0.049084969546353	-0.00492197059119479
FBgn0000543:ecd:mRNA	0.000321988451006785	-0.0044837338248013	0.00958762715278267	0.00133036228951175	-0.00149779120899242	-0.00343309590002982	0.0125845469148174	0.00900006100570572	0.00491543643891604	0.0077706423514999	-0.00305206686181556	0.0130086814619866
FBgn0000546:EcR:mRNA	0.00989812266966296	-0.00534005720391947	0.00230489435306878	0.00664437077623962	-0.00738792313407247	0.0135676971281107	-0.0103906800252289	-0.00722898935017201	-0.00366142449317062	-0.00316833823397498	0.0138414868463456	0.000139172981301406
FBgn0000556:Ef1alpha48D:mRNA	-0.00431811581358469	0.00400508909335883	0.000904205354727362	0.00710622450534453	0.00567797748493675	0.00532386164489625	0.004054886828073	-0.00917772525998995	0.00143063906050917	-0.0016799492693597	0.0017612616988921	-0.0317495315569853
FBgn0000562:egl:mRNA	0.00296805693997952	-0.00295390053391349	0.00772965633982041	-0.0023164123930527	0.00185752407463958	0.00100452900030423	0.00737031003603438	0.00376791753697125	0.0116134395346574	0.00520260016131951	-0.00545952983578988	-0.00617253021409036
FBgn0000565:Eip71CD:mRNA	-0.00330655881656942	-0.00902857392654571	-0.00154858019113956	-0.0190664418445021	0.0142560628920176	-0.0166786668460684	-0.0190425473375445	0.0197618412470849	0.00387803434622348	-0.00738009361227265	0.0113769945259537	0.017524321192068
FBgn0000566:Eip55E:mRNA	-0.00776691533288871	0.00094740355360331	-0.00709508218373793	-0.0108951936214813	0.00737070993042243	0.00568144709457224	0.000233856677555845	0.00433973138455295	-0.00406235686349677	0.00447463262697448	-0.00332885535682537	0.0158286310223089
FBgn0000567:Eip74EF:mRNA	0.0133586783147358	-0.00513575405644706	0.0120287065811432	0.00119357044121877	-0.00043514215614027	0.0104236145025817	0.00183356775754291	-0.00789382145984751	0.0138751814760442	-0.00750521144480382	5.10008566497733e-05	-0.0060038851530131
FBgn0000568:Eip75B:mRNA	-0.0241866421975711	-0.0121979731564312	-0.00038446978888948	-0.00926110692512478	-0.00622741433455252	0.0104766211283333	-0.0291774739246473	-0.0061293403860144	0.0153840956587589	-0.000695558211637844	0.0170574606643509	-0.00954969067759419
FBgn0000578:ena:mRNA	0.0081311073676735	0.0248141400495313	-0.00912789544995079	-0.000371819685731567	-0.0137015978760444	-0.00565016302913363	-0.0036845354908639	-0.00728637453395893	0.0268223449392052	-0.00479128938546525	0.00597779927255807	0.00958421904861314
FBgn0000579:Eno:mRNA	-0.00146906804403033	-0.004853895435562	0.00759033746105135	-0.042791318413862	0.0204705861702402	-0.0244418314588723	-0.0235034755882969	0.0248058049607327	-0.00592831440138475	-0.00186652448257699	0.0139578098430854	0.0101292027137687
FBgn0000588:esc:mRNA	0.00599195300981136	0.000251217950046597	-0.00379712982380444	0.0042970259877795	-0.00170723942111174	0.0047483197762944	-0.00729490772023883	-0.00653908994508793	0.00213964092987445	0.0114957987662175	0.00521745289373709	0.00982986088498999
FBgn0000615:exu:mRNA	-0.000467380815512232	0.0147277049700365	0.00274916587179583	-0.00507453080344695	-0.00361438215279499	-0.0123192561826346	0.000705990160748425	-0.000151108849082725	0.0155174220753457	-0.0124927091003524	-0.0141935457848666	-0.00519188265097677
FBgn0000617:e(y)1:mRNA	0.00103389017416929	0.00211280244077504	-0.00387377676939035	0.00326610481684477	-0.00193828278578113	0.00197422475186659	-0.0037285766091195	-0.00691759578418637	-0.0104717323637713	0.00154174723445688	-0.00314143923184548	0.00783141388861111
FBgn0000618:e(y)2:mRNA	0.00153939997648157	-0.00419940205132636	-0.00666840006056454	-0.00222753820273786	-0.00144750467215582	0.00855487565805804	-0.00362182274333384	-0.00431902024133376	7.67222614792484e-05	-0.000817942924353385	-0.0236505822374349	0.00775503666257627
FBgn0000629:E(z):mRNA	0.00681968102485061	0.00443423814672888	0.00485024803699389	0.00602035357272	0.00439914013566745	0.00442021466665058	0.00493861682757788	-0.0014842136883913	-0.00441214911434066	-0.00734020634498051	-0.0050800297932441	-8.13255578834598e-05
FBgn0000633:fas:mRNA	-0.0193493992380397	0.00970835344834675	0.0135591696727632	0.00642285382685076	-0.0213486186490073	-0.00624546774286622	-0.00822380945696103	0.0173979961275332	0.00417170676865431	0.011240326832912	0.00895694199364397	0.00129454464172705
FBgn0000634:Fas1:mRNA	-0.0320044440550849	-0.0172691833862682	-0.00207658212772185	0.0159187592020151	-0.0113468045360776	0.0108965688425677	-0.0169088016384266	-0.000635004207422203	0.0069224099767422	0.000940516197810814	-0.00301116351727465	-0.0100688416336541
FBgn0000636:Fas3:mRNA	0.00394961606874515	-0.0211623613124676	-0.0144310538243236	0.020304452283322	-0.0261592222534703	-0.00684389151621222	-0.036935376925092	-0.0404553850305346	-0.026956498828413	-0.00322398871150235	0.0013676314458494	0.0157052534924331
FBgn0000644:Fcp3C:mRNA	-8.77808643752657e-05	-0.000535985759009093	0.000441559287563162	-0.000355892727292402	-0.00186951196227586	-0.000985203122718068	-0.00164342574719576	-0.0012683533162544	-0.00691283678435388	0.00146416740152584	-0.00182307972554189	-0.00010223682648326
FBgn0000658:fj:mRNA	0.00627037226130767	0.0108580254535547	0.00829441590404396	0.00121912711068614	-0.00175885870957444	-0.00023373597574871	0.018717472690018	-0.0174329958081249	-0.0107821914108076	0.00387558565001421	0.0274486835557821	0.000627630710027817
FBgn0000662:fl(2)d:mRNA	0.00373297544069684	0.00251338606003458	0.00490830235965331	0.000110646539757512	-0.00263875965991723	0.00330964858885117	0.00393234669553436	-0.011052660234618	0.00348237728453598	0.00181081815149542	0.00540586616348918	0.00991500218602281
FBgn0000667:Actn:mRNA	0.00195440659100695	-0.00306953934769764	-0.0052671427556759	-0.00123596996081702	-0.0108063789019794	0.000553114923460166	-0.0199427100369706	-0.00248754735578105	-0.0100208016590792	0.00720426750009156	-0.0064983199585752	0.0123889477206588
FBgn0000721:for:mRNA	-0.00729077490673293	0.00135438478989064	-0.00440107180357555	0.0185780682132615	-0.00559103498692647	-0.00464124084030231	0.0152436393959868	0.00317200612442151	-0.00264400021911123	-0.0042997655317322	0.00253542984083802	-0.0194082402784971
FBgn0000808:gd:mRNA	-0.00371628980135	0.0155420952531678	0.00493668108391552	0.00213686310369121	-0.00700985805768558	-7.84281168897042e-05	0.00749194314203489	0.0161449009551103	-0.0023600106632924	-0.00457186911581184	0.00212320221608405	0.00130221533613173
FBgn0000964:tj:mRNA	-0.107901275093433	-0.0446972212569147	0.00504525922221541	0.0252139343317105	-0.00564684248305648	0.043712505552682	-0.0256972486331626	0.0105907585025688	0.00366535092258092	-0.0104373213525432	-0.0328648315589447	-0.00622421353583708
FBgn0000986:Fs(2)Ket:mRNA	-0.00265973659587474	-0.00982032411377133	0.0065097205296743	-0.00329809755618511	-0.000287168940721114	-0.00868448239650183	-0.0125972335339639	-0.0121771896816437	-0.00433599699042163	-0.00648846377380012	-0.0127416985903973	-0.00662099424207827
FBgn0000996:dup:mRNA	0.0145713838778079	0.00164597822593641	-0.0143691792944288	0.00901701818770668	-0.00843315180442678	0.00538267343588289	-0.00251927253879746	-0.0101598994211404	-0.0100131265223006	0.00662890813508485	0.00444127569118903	-0.00967686492655224
FBgn0001078:ftz-f1:mRNA	0.00922893130127486	-0.00653672822815109	0.0011403224700249	0.00592311321334491	-1.49953817864934e-05	0.0167089854629513	-0.00779665317182514	-3.06070690720495e-05	0.0168450523687124	-0.0112740407424057	-0.00609716920841307	0.00617730761817211
FBgn0001083:fw:mRNA	6.33473936471386e-06	0.00146309165477821	-0.00573575185521743	-0.00298081347237967	0.00195597181505568	-0.0017470169834744	0.0020558577747601	-0.00323924431137149	0.00121632695776091	0.0111881276610855	0.00514464390985252	-0.000517699756691178
FBgn0001087:g:mRNA	-0.000868641304225122	0.000537403881238292	0.000794000829721075	0.00430350868399137	0.00520047011166365	-0.00141458942480548	-0.00390684286340448	-0.00223488899052761	0.00123274637275037	-0.00920666463095404	-0.00700282079403482	-0.000174502843518358
FBgn0001089:Gal:mRNA	-0.00890618929113711	0.00302247753282224	-0.0198834236842446	-0.0143103868238982	0.0216592365418111	-0.00369495261364655	-0.0135774493663693	0.0112954921443947	-0.00890356816398314	-0.0145332934294913	0.0051157037931247	-0.0064801548605334
FBgn0001090:bnb:mRNA	-0.0905808414621248	-0.0172030145182878	-0.00986743852930842	0.045940418407777	0.00316422850776461	0.0117152260206908	-0.0103928786179943	0.0244012499935077	-0.0199508382453829	0.0578657783697456	0.0193088553965097	-0.00048020227156849
FBgn0001092:Gapdh2:mRNA	-0.00731829304525248	-0.00462232286394421	-0.00114521496462592	-0.0467419968191865	0.0168674936668748	-0.0059010430260565	-0.0246530988602386	0.0224425464179722	-0.0147692279642949	-0.00326084824831996	0.0123561460633447	0.0193801261309492
FBgn0001098:Gdh:mRNA	-0.0309629057817891	0.0255826231511403	0.0201516452447223	-0.0193918661908826	0.00756905736893516	0.00817107087876838	-0.00665494229669225	0.0185922848661275	0.0104104163084844	0.0052696706739294	-0.0133176450453698	-0.000328030544287402
FBgn0001104:G-ialpha65A:mRNA	0.00393561771583866	0.0030499767812742	-0.00666893332898372	0.00820231834462252	-0.00411575324168533	-5.66356791705897e-05	0.00475177698101143	-0.00402869725377629	0.00201768936955085	-0.00177239737158072	-0.00930844175782028	0.00296800823526588
FBgn0001112:Gld:mRNA	-0.00839044379433943	0.00788720183629954	-0.0140186696300551	-0.00262990984039205	0.016721682578764	-0.00100147118772283	0.0041998563281866	-0.0110487889030559	-0.00719320149956925	0.000796424599532026	-0.00117000474614326	0.00428383757966981
FBgn0001114:Glt:mRNA	-0.0271473144770096	0.0533231655971246	-0.0673081905543393	-0.0180611969994838	0.0268242781479488	0.0219057340343175	-0.00120712990743082	-0.00361778124495847	0.0223010240459662	0.0418365233679682	0.0181590003219174	0.0140864886422168
