PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
CG11178:CG11178:mRNA	0.00113729095228314	-0.00527698703180627	-0.00275360531892198	-0.00464204679531473	0.00532086781040159	0.00844531592224883	-0.00255879697631702	0.00594996853946154	0.00461511585017252
CG11180:CG11180:mRNA	-0.00303360410187034	-0.000513541236781228	0.00756500244223299	0.00506373469077263	-0.00753402777660613	-0.00783197759618812	0.000594628175287742	0.00368245609043151	0.0139684527471929
CG11186:toy:mRNA	0.00322615419733474	0.00535303982310641	-0.0125766645474494	0.00407505716584377	0.00202705964790266	-0.0419511043098641	-0.00158907991486954	-0.00838606864497659	0.00950734508122408
CG11199:Liprin-alpha:mRNA	0.000436719734706165	0.00918316583140149	-0.00530044007039961	-0.00110896895324468	0.00532386598696652	-0.0104393608359975	0.00839247296984685	0.00099858714397134	-0.00926897174412665
CG11202:org-1:mRNA	-0.00144355228286342	0.00083291767998678	0.00304558059724788	0.00147189931296932	-0.00176998360058045	-0.00159763049149161	-0.00270634128365661	0.00239639962102946	-0.00472090311856526
CG11207:feo:mRNA	0.00530780864211471	-0.00125434185930792	-0.00567693215088044	-0.000141866566101265	0.0019719978878236	0.00726728804855492	0.00251521850714302	0.00676486646550697	0.0140031384066205
CG11208:CG11208:mRNA	-7.18554519056357e-09	-0.00311434889802805	0.0057791137816199	-0.00698815757105994	0.00421539174842434	-0.00652709042309386	-0.017447549267567	0.00569022946111265	0.00453353960571905
CG11237:Oseg6:mRNA	-0.00589734946208404	-0.00493686106334586	0.00123676539212373	-0.00230770653811932	0.00591180219934645	0.00649280304652705	0.00301593115206977	0.0159288886791598	0.00228183566178995
CG11246:Rpb8:mRNA	-0.000571832032369916	-0.00534953011924076	0.00917767688823312	-0.000509644907372016	0.000167943110589606	0.00245127711422029	-0.00407862883358074	0.00828688449527286	-0.00923259949669968
CG11248:CG11248:mRNA	-0.00170144396884748	0.00280879384916146	-0.0053300269875144	-0.00378903336794588	-0.00322378417053924	-0.00195803830783822	-0.00110964445924923	-0.00376747235513871	-0.00472207757371401
CG1124:CG1124:mRNA	0.00366682727721226	0.0136987976563257	-0.0503281012656084	-0.0183635249384499	0.0493417727471386	0.00636028362872487	0.0121755757311837	0.00222720144761942	-0.0208609383332921
CG11258:mRpL20:mRNA	0.00219450474258889	0.00598091062525416	0.00750110549819563	0.00238743414214917	-0.00878884543847814	0.017418438525605	-0.00472269823177923	0.00482835005844057	-0.00935893940625407
CG11259:MICAL-like:mRNA	0.00502198114061742	0.0101137392406734	-0.00268036107682895	-0.00666283439612733	0.00172264813079444	0.00100139526346656	-0.00246425414282151	0.0125561413504507	-0.00928862385431641
CG11267:CG11267:mRNA	-0.000868025940194574	0.00216750505531824	-0.000936110956772035	-0.0073490069768356	-0.000601929764330538	-0.00244532395756326	0.00546063441358243	0.00727923030312611	-0.0186192346395536
CG11268:CG11268:mRNA	0.0104684523968577	0.00905832679389768	-0.00239092004475225	-0.0108742761708092	0.00743929169224241	0.00815397117741251	-0.00209782696759529	0.00135583700728031	0.00933230718714119
CG11276:RpS4:mRNA	0.00161760040405042	0.00464561252286046	0.0126334967433785	0.00835474824839907	0.00478707924023399	-0.000743686842626415	-0.0107076298892634	-0.00768823341846604	0.0187747216508819
CG11278:Syx13:mRNA	0.00780495419857596	0.0134203513409341	-0.00516502791570242	-0.00438308693588873	-0.0029117579187551	0.0173976512282237	0.00176440105760787	0.00209676783095454	0.0090054537023494
CG11279:CG11279:mRNA	-0.00118451377826381	-0.000405455931679137	0.00793286854763993	0.0110527451522461	0.00312566963387206	-0.000622093587464435	0.00202387435525054	-0.00349097811831852	-0.00915753226151522
CG11284:CG11284:mRNA	-0.000315320905401031	0.00931526692470849	-0.00132105054039472	0.00672236540766536	-0.00179436814566813	0.0125648315810726	0.00149484185745754	0.00569934776690654	0.00918698476048421
CG11290:enok:mRNA	-0.00152889459837408	-0.00614614624931357	-0.00162527090406819	-0.00335288834981461	-0.0100269497672411	-0.00391319803663432	0.00122651910635109	-0.00348231972937	0.0185596328513155
CG11303:TM4SF:mRNA	-0.0321953208486734	0.0100225036898078	-0.0124268586731075	0.00661527303086085	0.000469886053584666	-0.0355075362570804	0.00831914267122559	-0.0249050747322189	-0.00463496187341381
CG1130:scrt:mRNA	-0.0162185192692189	0.00595392956042561	0.00747379529886847	-0.00702771986549657	-0.00123641181246438	0.00972335073347558	0.00939841379542672	-0.0150207078447469	0.00924097605834643
CG11312:insc:mRNA	-0.0161614955315738	0.0285015883412844	-0.00528095617221909	0.00288445333297484	-0.00384056127271685	-0.0101960593877983	0.00261363403428077	0.00211774081442236	-0.00231501489253919
CG11317:CG11317:mRNA	0.00778418547527452	-0.00831087192845703	0.00535029144590874	-0.0027235230340037	0.0148794859177052	-0.0207362562273841	-0.0131822893199922	0.0150503308858626	-0.00944933090753464
CG11318:CG11318:mRNA	-0.0075598540365172	-0.00336652851888346	-0.00605737433540382	0.0115973821529186	-0.00135784419820675	-0.0241605806756057	-0.00682048353969438	0.0203075680985031	0.00929825659108235
CG11319:CG11319:mRNA	-0.00174872204531931	0.00894519762115915	-0.00534447439034626	-0.00247901230949783	0.000697825869384763	-0.00262936655973156	0.00489694218164007	-0.00243690623634446	0.0010675371582795
CG11329:CG11329:mRNA	0.00201736729241119	-0.00921164010822008	0.00678902972917605	-0.00538078632083747	0.00250517508502826	-0.000853217480371043	-0.00901574822307386	0.000823619928117309	-0.00225628318585148
CG11330:cort:mRNA	-5.41077349048666e-05	-0.00283722406740544	0.00267336872357866	0.00424908672222162	-0.0012476958148826	-0.01568207973542	0.00225336113852641	0.0138759429456777	0.00918886965582047
CG11331:Spn27A:mRNA	-0.0113262582553542	0.0312834806748491	-0.00615839060657148	0.00140486124305052	-0.00555035040429243	-0.0167834836963001	-0.00364334376349645	-0.00410184448208434	0.00710306952790439
CG11354:Lim1:mRNA	-0.0124739954294656	-0.00617379527335133	0.0241864806453476	0.015883249370968	-6.75471873919829e-05	-0.0158712123868295	0.0117003307275303	0.00593990856967845	0.000209891836359776
CG1135:CG1135:mRNA	0.00139671905898924	-0.00469193355206239	0.0130963645346599	0.00296439924703776	0.00553264216028528	-0.02064603434496	0.0130862553536879	0.00318382740268961	0.0187724139922027
CG1136:CG1136:mRNA	-0.00651478230037439	0.0086701077211129	0.00859073328011002	0.00707399455980015	-0.0151859801293256	-0.0170769620624759	-0.00136744873368131	0.00891569068666896	0.00446664871723512
CG11375:polybromo:mRNA	0.00292100085110666	-0.00558123389909713	0.00315676871931506	0.00192144915930411	-0.00498540770916323	-0.00110184046470357	-0.00481789452753607	-0.000683414598848577	0.014029743691746
CG11376:CG11376:mRNA	-0.00299389956236744	-0.00164866235063088	-0.00493927415017012	-0.00913509000716598	-0.0042713606481346	-0.00941158334712292	-0.00567854855267547	0.00830594399208828	-2.056336759994e-05
CG11382:CG11382:mRNA	0.0029278029928898	0.00566749855521883	-0.00536617373732216	-0.00434525172097762	-0.00123814764574865	0.00693349643729615	-0.00597185896988834	-0.00744821751047999	-0.00357279330156903
CG11388:CG11388:mRNA	0.00320198908210421	-0.00323318123057388	-0.00178379356339692	-0.00483156887406596	-0.00453481796603143	0.00274534764062086	0.00290506519944863	0.00910591051437165	-4.1609029496328e-05
CG11390:PebIII:mRNA	0.000132520670513725	-0.00573478924666786	0.0067993265607064	-0.00915054267494579	0.0207940877428529	0.00528567699997143	-0.00615283496811755	0.00472686749319842	0.00465370991011728
CG11395:CG11395:mRNA	-0.0334109984219341	0.0161573217688399	0.022671178541983	0.00485437784477807	-0.00876131953003824	0.000884663784240037	0.00178952937318613	-0.00301428374903432	-0.00290932958680385
CG11396:CG11396:mRNA	-0.000170304512256828	0.00332117625588177	-0.00135629180250001	0.00380163386559477	-0.00201750852027581	0.00349901983693129	-0.0037076325653142	-0.0136945678918228	-0.00926610152487743
CG11397:glu:mRNA	0.00907077328557924	0.00417449985705395	0.0105264516010291	-0.00820391884010406	-0.00589935683325704	-0.00261639913367045	-0.0199313066343027	0.0107576410368992	0.0141619868582847
CG11399:CG11399:mRNA	0.00402232436031972	-0.0119296229767625	0.00406472386436894	-0.00685281301015389	-0.0160040347900647	0.00157221730845033	-0.00547461406421614	-0.00540309050755353	-0.00916037956270326
CG1140:CG1140:mRNA	0.0123206873116572	0.0200730808501671	-0.00506804673182504	-0.00459593385228656	-0.00855750111983061	-0.00460379822743759	-0.00677116868717864	-5.3067305246938e-05	-0.00444694752893401
CG11417:CG11417:mRNA	0.00163898301389836	-0.00902989073335162	0.00711864437868302	0.00208868265705499	-0.00608294739728351	-0.00507372571813646	-0.00684828309283129	0.00509339864401101	-0.0138862972343118
CG11420:png:mRNA	0.00455526285285856	-0.00143869295176326	-0.00888776999987487	0.00127740288402592	-0.00847371874900981	0.00769292832092779	0.00579134826244663	-0.00372805987793892	-0.0069302270036091
CG11440:laza:mRNA	-0.00814399001471333	0.00808103336243164	0.0088695291125062	0.00452163207987453	-0.00693146699767352	4.99558039430791e-05	-0.000604248416009741	0.00361502713067314	-0.004678373923671
CG11448:CG11448:mRNA	2.53324219610032e-05	-0.0108477467717943	-0.00824395257843076	0.0017650047836945	-0.0166969672082946	-0.00195340055203588	-0.00660313673678985	-0.0131558522156481	-0.00925360253843969
CG11466:Cyp9f2:mRNA	-0.015281333031446	0.00738580482650278	-0.0239747850521814	-0.0105349815285482	0.0202147675207631	0.0152735565952031	-0.00973836867838065	0.00558691978014059	-0.000335764575417525
CG1146:CG1146:mRNA	0.00758143160050593	0.0121732181647496	-0.00520291582458363	0.00410395019134582	-0.00664131053831869	0.000880525173359837	0.0074359348833907	-0.00945649371277487	0.0187996077860016
CG11482:Mlh1:mRNA	0.00539334495490742	-0.00931472337341766	0.00915413742297294	0.00200335035820362	0.000776956771419227	-0.00143394565886374	-0.0131530672871901	0.000138651848850731	-0.00444599406994259
CG11495:rasp:mRNA	0.0135174370547289	-0.00656070479287834	0.0103298721037814	0.0102318231874044	0.00161415650801943	0.0132214586086303	0.0112015376436456	0.0119843024455286	0.0190459066388804
CG11522:RpL6:mRNA	-0.00188399122777231	-0.00523668603077843	0.0108054376046698	0.00251428813498025	0.00361121170022823	-0.00714835757669923	-0.000704015131128989	-0.00768499428610871	-0.00923040529248937
CG11525:CycG:mRNA	-0.0101926645445632	-0.0119940847052282	-0.00588452820240382	0.00616702536620705	0.00532501598996076	-0.00441815519756024	0.0206543637606345	-0.00154211218100414	0.0139870411209373
CG11527:Tig:mRNA	0.0207476154450133	0.0315012416562445	-0.0412143614518123	0.00611639803352394	-0.00243277789188046	0.0141605826586182	-0.00365248194486629	-0.0024885801309574	0.00437100817202017
CG1154:Osi12:mRNA	0.00490223149780866	-0.0293895406556358	0.0088116373236367	-0.0208156364037048	0.0145846068110446	-0.000838091088607562	-0.0294693079294841	-0.00497729587350425	0.000264894226444715
CG11550:CG11550:mRNA	-0.000628043561402983	-0.00633658417927135	-0.00397906861720821	-0.0108058379086415	0.0038814804756622	-0.00467606380133941	-0.00440975177548091	0.00293781548499236	0.00469382086033633
CG11560:CG11560:mRNA	0.00379761018311313	0.00431935805952672	0.00264745937750828	-0.003159841823247	-0.00533524510271625	-0.00423649044772366	-9.5461720054692e-05	-0.0038643774910799	-0.00684481892514385
CG11561:smo:mRNA	0.00594305381687826	-0.00420222073191945	0.000203011754175944	0.00831445128536072	0.00101014956962443	-0.00864437604978327	-0.0122453431415986	0.00029918460338499	-0.0185157154421219
CG11562:CG11562:mRNA	0.00118895026543845	0.00475968405397107	-0.00196268593319441	0.00171909136008926	-0.00304896705493416	0.00530611286780439	0.0121595240176775	0.00435632201282059	-0.0139649168258475
CG11567:Cpr:mRNA	0.00235263452137154	0.00712979584516701	0.000391452537873242	-0.00703126029768484	0.0027857831508743	-0.00552980563546858	0.00207665749319499	0.00897163379899012	-0.0184927584789864
CG11576:CG11576:mRNA	-0.00478279678799649	0.00179445910118286	-0.00508974236080094	0.0108019707299098	-0.00444385975272065	0.00605917336144743	0.00697109508826884	-0.00206065904152239	0.0069500069348695
CG11579:arm:mRNA	-0.00023690499581131	-0.0012701870737006	-0.00563360190300221	-0.00304896238083285	0.00398136432257101	0.00109867516098303	-0.00113458702203714	0.0111885690192057	-0.00938071608548139
CG11586:CG11586:mRNA	0.00894720912780124	0.000591518019687725	0.00351501790605293	0.0098348851131463	0.00650781769787928	0.00197359553528319	0.0118843055937269	0.0139776605973421	0.000160650615954156
CG11590:CG11590:mRNA	0.00278173191978368	-0.00232751716493891	-0.00536358737038584	0.00102221158156208	-0.010350061115782	0.010773835062041	0.000903881775721039	0.00447936049905869	-0.00929622592975417
CG11592:CG11592:mRNA	-0.00691400183651395	2.15232055474619e-05	0.00239740591349195	-7.14442520213319e-05	0.00302687953591654	0.0057369529425551	0.00352717092023219	0.01014968779304	0.00444429905655145
CG11601:CG11601:mRNA	-0.00397611827900081	0.00139737322567048	0.0065113272471872	-0.00266762146796296	0.00504810057005682	-0.00151173192812668	0.00894688705297531	0.00848851077604047	0.00218687158519424
CG11614:nkd:mRNA	0.00981710440706301	-0.0169442077641754	0.00241576460954481	0.0106483453265241	-0.0145532905931831	0.000873455362628794	-2.20533009554335e-05	0.00209661921733541	-0.00922717314914418
CG11619:CG11619:mRNA	-0.00211326960383911	0.00356945730875962	-0.00233158028336663	0.00620813783195043	0.00174919185892837	0.0078205799193605	0.00808745687493842	-0.00723734776147798	-0.00225073087928738
CG11624:Ubi-p63E:mRNA	-0.00162656390846981	0.00785634854833503	-0.00501523376502879	0.0040592518930861	0.000243762373687316	0.00451649203583103	-0.00522797652829265	0.00575464579682987	-0.00937570514159193
CG11648:Abd-B:mRNA	-0.00160237681337573	-0.000540114449274756	0.00231484548605104	-0.000602362159970687	-0.00304285184544044	0.00228674252907796	0.0033575526152599	0.00429718056923283	-0.0023272869339429
CG11655:CG11655:mRNA	-0.00196043851261865	-0.00252658381611633	-0.0010755631038513	0.00584897406615847	-0.00361567284337867	0.0234287148665208	0.00814843855749044	-0.000804362147576568	-0.00948139830479963
CG11658:CG11658:mRNA	-0.0156163683488684	-0.0028871927216741	-0.0136804931301709	-0.00397052333179061	0.00917235047587281	0.0128100289472032	0.0132751779290243	-0.00653795365888555	0.00438261590261447
CG11660:CG11660:mRNA	0.00160670901387729	-0.000971132858144557	0.00671604300316898	-0.00651240270576162	-0.00336253737734719	0.00336059991137385	0.00962083715751166	-0.00603234061541227	-0.00924862508561895
CG11665:CG11665:mRNA	-0.000199875080133304	0.00680174189563941	-0.00677915753124589	0.00529993559780036	0.0094971115610305	0.00409966725663523	0.00122294818837588	-0.00405286151465703	0.00939889161455271
CG11671:CG11671:mRNA	-0.0108775600056604	0.00684257395371785	-0.0138481592418286	0.00568056957450781	-0.0027932768435687	0.00100591376524044	-0.00965084504371719	0.0154158662706624	-0.00972116232548502
CG11672:CG11672:mRNA	-0.00938735188316436	0.00267359389500759	0.00325932126240771	-0.0010007267367861	0.000385408332017068	0.00169850481524112	-0.0059104575229348	0.00388892648026124	-0.0037718729792187
CG11678:Actr13E:mRNA	0.0080873180970886	-0.00583729198911467	0.00181329948176784	0.00168564019711495	-0.00195192687103337	0.007367971824582	-0.00612638864312115	-0.00911962872889309	0.0185367978124343
CG11680:mle:mRNA	0.000336737533577965	-0.00346580088560659	0.00267809407004328	0.00111498698210976	-0.00194956891301879	-0.00726652179193622	-0.00795333410984775	0.00961831887999547	-0.0185812423331356
CG1168:7B2:mRNA	-0.00399449228711184	0.00200786099172588	0.000617435128689713	0.00455761820038267	0.00228831947258487	0.00163178381735681	-0.00114547304661015	0.00487288427011467	0.00340217314555138
CG11696:CG11696:mRNA	0.002303161886067	-0.00636387448784425	0.00573583546650797	0.00224583737488446	-0.0031935762801983	-0.00125800596266841	-0.00684783689867094	-0.00443225634798627	-0.0183916104266052
CG11699:CG11699:mRNA	-0.000514012542798025	0.00665596987100951	-0.0034360560410525	0.00240365754973415	-0.00525000089411218	0.00744615334907948	-0.00823212524823416	0.000175623960505481	-0.00938977639895116
CG11709:PGRP-SA:mRNA	-0.0194689648619065	0.0107865455398082	-0.0202048262349402	0.00350032327864463	0.0213613250012716	0.0100170317405866	-0.0558434514126278	0.0258909784552171	-0.00744286282339141
CG11711:Mob1:mRNA	-6.82866139521068e-05	0.00912043661165529	0.0070947064292254	-0.00788877617445584	0.0138236301287672	-0.00531191256316536	0.0098688924044769	-0.00969137143625774	0.0186721819706873
CG11715:Cyp4g15:mRNA	-0.0028158741930369	0.000672959016150402	0.00667322063133728	0.00492443642762846	-0.00965397350841934	-0.00372742634258658	-0.00400034981428394	0.00557024151749388	-0.000152124597464295
CG11739:CG11739:mRNA	-0.00378496633311297	0.00813358194965961	0.00947283470486802	0.00283382692607393	-0.0192924377792347	-0.00464403680397602	0.00681848079093377	0.00133334164376045	0.00466288836326534
CG11752:CG11752:mRNA	-0.00293431605920313	0.00134892602410692	-0.00268530315134234	-0.00555671419191181	-0.0132760223577135	0.0112197281910283	-0.00124351528224392	-0.00304164458063846	0.00684370294913892
CG11771:CG11771:mRNA	-4.83198631336106e-05	-0.000346753931964885	-0.00348510671116149	-0.00132867897620706	-0.0080553231309314	0.00347748391762458	0.000217965430292879	-0.00140625416034337	-0.00936281672718291
CG11780:beta4GalT7:mRNA	0.00263041402162412	-0.00123079019468347	-0.0036002343314474	0.000542101972620159	-0.00213370410193779	-0.00177728567423631	-0.0151702677051681	0.00723585163306503	-0.00460280838124666
CG11781:CG11781:mRNA	-0.0021718150796295	0.00380471533409322	0.00680609984684983	0.00679705498446164	-0.00200166226683986	0.00534370810539613	0.000520969620480102	0.00250913624393966	-0.000137825452380563
CG11783:Hr96:mRNA	-0.00126075297179563	-0.00429374052458699	-0.00794744630296933	-0.00304418460797344	-0.00312902326019078	-0.00321087705762597	0.00660500637531753	0.0082528376403682	-0.01400586151736
CG11785:bai:mRNA	0.00277171331486217	0.0102806186534461	-0.0027515292555573	-0.00277188961024921	-0.00422917563767459	0.000756866448080481	-0.00289675415622643	-0.0155802700443798	0.00924758670016273
CG11788:CG11788:mRNA	-0.000353801265550314	-0.00427353354274194	0.00729127956511612	0.00548624600655401	0.00746352740313334	-0.0130454047204503	-0.00651878055256101	0.0244888657369929	-8.43792727197262e-05
CG11790:CG11790:mRNA	0.000979453911595529	-0.00380806615453141	0.00764511741739609	-0.00258882557861929	0.000403254774654033	0.0097062205980123	-0.0165837321254041	-0.0157348917001807	-0.00482686658407665
CG11811:CG11811:mRNA	0.00889012752727891	0.00484706213316153	0.00108636294244944	-0.00768736831882491	-0.00894117648481514	0.00956182270778176	0.0085134970072048	0.000730649993030106	-0.00460780525722681
CG11822:nAcRbeta-21C:mRNA	0.00736140513377228	0.0307848319973234	-0.014755349949683	-0.00192002158543919	-0.00128963067444707	0.00587229504716001	-0.017242457839188	0.00518660865314011	-0.000315972775423831
CG11840:Spp:mRNA	0.00367891783106697	0.0100972725851716	0.000143556026290248	-0.00382710222693414	0.00257701346987235	-0.00421986660942163	-0.00923210120691403	-0.00816505060672506	-0.0184977953780468
CG11880:CG11880:mRNA	-0.00271737197756623	0.0166315487896294	-0.0203688557111692	0.00207875913281018	0.00273639234520129	0.000614924437246767	0.00684909336303448	0.00758054923407459	0.0182991782959299
CG11885:CG11885:mRNA	0.00061510912838237	-0.00390602978525229	0.000974014116376436	0.00301508118202318	-0.0137816746293546	0.00279897388625756	-0.0107257169267451	0.000691631863111517	-0.00240593203117099
CG11886:Slbp:mRNA	0.00213186845702874	-0.00595757227893868	0.00350807027424866	-0.0130630824845997	-0.00372696812069048	-0.00132814779709051	-0.0289379683303202	0.00195134314948772	0.00923346499696821
CG11888:Rpn2:mRNA	0.000965998705430378	0.00111949129987216	-0.00563635669328862	-0.00194668729541373	-0.00694833312299862	0.00337697029977422	0.00384754099079869	0.0138922948453572	0.0185863783476981
CG11896:CG11896:mRNA	-0.00140540090261924	0.00375869718580568	-0.0113201256106393	0.00259190309156402	-0.0115581020832875	-0.00642432500218626	0.0110507004661533	0.00913111294352655	0.000155334036814765
CG11897:CG11897:mRNA	0.00613792228794842	-0.00115165022796515	-0.0219796019073967	-0.00510003274094766	0.000950403300411828	0.00487327406978987	0.0153383819322723	-0.00497001475906986	-0.00443919570245897
CG11899:CG11899:mRNA	-0.00710906060805566	0.010785696644942	0.000317543610953114	0.0102370371761567	0.00756040616496158	0.00139339409404686	0.000943472033789554	-0.0140160413110538	-0.00699175996202269
CG11907:Ent1:mRNA	-0.00429734767504434	0.0023610471594171	0.00494794700859956	-0.00328562983476446	0.0085092832413694	0.00316793346471905	-0.00857792950908587	-0.00749386647607032	-0.00468847714801691
CG11910:CG11910:mRNA	-0.138880843735639	0.03368423277324	0.0108950039807493	-0.00186594935886524	-0.0440749816972554	-0.0185475703923787	0.0188036243567488	0.0273558536602101	0.00435447495890329
CG11929:CG11929:mRNA	0.00287857167031778	0.00392103035820689	-0.00279238253490068	0.0116231405279561	0.00184434283379476	-0.0101976179861001	0.000550743147332984	0.00118541529532784	0.00357632477452689
CG11941:skpC:mRNA	0.0138378690309532	0.00455411808762862	-0.00947993841169316	0.0084884744291497	-0.00757617152472808	0.00109427723685309	0.00285446387335431	-0.00454020015332155	-0.00220207746252982
CG11956:SP1029:mRNA	-0.014353344932139	-0.00299538064306074	-0.0177473551062034	0.0196983922205649	0.0123039980015188	-0.00493028407924203	-0.0111324419534471	0.0124229804277229	-0.00487711332559248
CG11970:CG11970:mRNA	0.000710202014070847	-0.00743479215367455	0.00106304167114761	-0.00844838449498129	-0.00800256453870067	0.00254338907242345	-0.00291140411969552	2.74162990557901e-05	0.0138414888326005
CG11971:CG11971:mRNA	0.00170761615249442	-0.00488740842958469	0.00452407045737866	-0.00921067818207454	0.00232335043978771	0.00340850749752802	-0.00370164309663244	0.00581800736839225	-0.0139944821573066
CG11975:CG11975:mRNA	-0.00440903800576735	-0.00453959300959548	0.00288750958650241	-0.00622461197143134	0.00170560295647662	0.00568724517951315	-0.00748757836458528	0.00779449826703632	-5.40709627243076e-05
CG11979:Rpb5:mRNA	0.00318073448844436	-0.00648483925942329	0.0125912558329794	0.0111489495015021	0.000843840228648617	0.0106204316411939	-0.00836443136652129	0.00463034476662833	0.0187723930710744
CG11980:CG11980:mRNA	0.00131073265417505	0.00557692400989471	0.00859557134294277	0.00287534548280334	-0.00153129568381304	0.00852940412560885	-0.00788983551696949	0.00831572159203223	-0.0185289021514981
CG11987:tgo:mRNA	-0.00826215801569462	0.00280944103160704	-0.0037878453558013	-0.00704286470895036	-0.00493752698025446	-0.00857280851518274	-0.00706911085397024	0.00107839188464904	-0.00466375918606991
CG11992:Rel:mRNA	-0.00788735246039473	0.0116386203963194	-0.00627630543597796	0.00621298004041689	0.000445638948616056	0.0053852972676603	-0.00581593645536206	0.0134617857503553	0.01353690507947
CG12000:CG12000:mRNA	0.00252000781220421	0.00292482514030329	0.00237171126368084	0.00924561313743141	0.00232907328377272	0.00807090056823006	-0.00310817330261922	0.021395042819024	0.0183274103620022
CG12002:Pxn:mRNA	-0.0111407179821116	3.8248626807485e-05	0.00911101593026639	-0.0125007222528249	0.0251539687388998	0.0563303163344031	0.00179468456207679	0.0397996767097359	-0.0101561869802291
CG12005:Mms19:mRNA	0.00806918125173229	0.00846284340501363	-0.0165820835667346	-0.00925998444440926	-0.00740640868639473	-0.0021491886485748	0.0117087267789827	0.00481845307558692	-0.00937859245936843
CG12007:CG12007:mRNA	0.000442069353845154	0.00214008476523036	-0.00197497722601296	-0.00224017583006781	0.00103535593053269	-0.00181424338393308	-0.00943508035530797	-0.00571884874011278	-5.06591552349362e-05
CG12010:CG12010:mRNA	0.00769488431516835	-0.00847066520181034	0.0164281469405391	0.0187323381465706	-0.00562031772971905	0.00145263362921194	-0.00049126425240025	0.0011423690457978	0.00941952919962621
CG12018:CG12018:mRNA	0.0132790686931796	0.00681345360812191	0.0110218506201333	-0.000798786065981203	-0.00375337139390848	0.0177629354044164	-0.0194264726548923	-0.00729563836103553	0.00468291520807389
CG12019:Cdc37:mRNA	0.0215456867396557	0.0153086917282624	0.00125067028497844	0.00171720619811927	-0.000360621665414565	0.000858314491618699	-0.0137541747907418	-0.000346193399197951	0.000366219991686318
CG12026:CG12026:mRNA	0.00172990771912396	0.000990575008409076	0.0012388639567173	-0.00424311406790494	-9.14623220760126e-05	0.00646598743897419	-0.00206699470896682	-0.00207945999034244	0.00346044434822107
CG12031:MED14:mRNA	0.0127733265103706	-0.0019325085693084	0.000423849039386074	0.00697257886917247	-0.0119523822367728	-0.00238182921778596	-0.0131501632809645	0.000365436178391591	-0.0183278344017788
CG12051:Act42A:mRNA	0.00677714935850466	0.0377179935533281	-0.0121714865918707	0.00783788949419117	0.00464869224395532	0.0130733154605766	-0.00710332146150418	-0.000499102407190015	0.000227887422730169
CG12055:Gapdh1:mRNA	-0.00920186298774425	0.00414089618970769	0.0115242759457942	0.00259981011529062	0.0127216940789975	-0.00190741249368673	0.00649248175814826	0.00215597509371003	1.26253540299191e-06
CG12056:CG12056:mRNA	0.00552279057630463	0.00112138556337131	-0.00431117970580286	0.00560387879406245	0.00511561803664934	-0.00154708435098325	0.00484524610679548	0.00502432349398539	-0.00694846976639655
CG12070:Sap-r:mRNA	-0.00395066012500901	0.0201875451735881	-0.0137424726391201	0.00514062775694999	0.00855354416656072	-0.000717580625395981	-0.00351722018965795	0.00697558107615304	-0.0140691885757039
CG12072:wts:mRNA	0.00418677714186321	-0.00358814807590073	-0.00977603809270658	-0.0064667210263063	-0.00147532079678443	-0.00461491006438622	-0.000340642496104894	0.00383867793593176	-0.00934486401366494
CG12076:YT521-B:mRNA	0.0115263112043388	-0.00435363999547329	0.00982477308431283	0.0063443312586554	0.00854967488307703	-0.0118489329360594	0.00288982314584206	0.0026153567994839	-0.0183532116866675
CG12084:CG12084:mRNA	0.0162403844689468	0.0137678003350275	-0.00582439897278394	-0.00903465263921489	-0.0107817809207503	-0.00101488940345146	0.00574896596016526	0.00227809509735261	0.0189346552360164
CG12090:CG12090:mRNA	0.0142791573070674	0.000683637189368939	0.00159388947370464	0.00261614930895818	-0.00540330283317896	-0.0162191313508135	0.00177905869807657	0.00049380283578839	0.00964478190128869
CG12091:CG12091:mRNA	0.0222754674402036	0.0105982612508334	0.00334962954616152	0.00864646110774941	-0.00899299135737228	-0.0110994354005468	0.00718437339741724	-0.00947865476029508	-0.00403408821226801
CG12093:CG12093:mRNA	0.0112570370744729	0.000297827504916341	0.00873489768905662	0.0111561448766643	-0.00191306797659493	0.00307793740893021	-0.00864306065097841	0.0041350243090568	0.004769503741949
CG12099:CG12099:mRNA	0.0249029914943803	-0.00653684701167992	0.006365047138327	0.00420272863706198	0.00885547843507427	-0.00546078379331335	-0.00682060505449211	-0.00576096195229157	-0.00905636185887366
CG12101:Hsp60:mRNA	-0.0052067908974229	-0.00463270482363392	0.00666537365816944	0.0036268980827052	0.000207812856497632	-0.000836664373336193	0.0122431652134561	-0.00922694662778537	0.0139772469206598
CG12105:CG12105:mRNA	0.00183316265817326	0.00143686906865828	-0.00360394942221498	-0.004932152279632	0.00326317747660818	-0.00265194782489678	0.00117459028747829	0.000119882220296154	0.00237353840347967
CG12106:CG12106:mRNA	0.00137614264853444	-0.00917389353714447	0.00502647332284142	0.00304903497316742	-0.000200589253645183	0.000366183823901543	-0.00846604426480672	-0.000446020468875125	-0.00455346044023033
CG12109:Caf1-180:mRNA	0.00540701452823051	-0.0103347124687965	0.00673747861312109	0.00223717032235992	0.00400370504922799	-0.0124747135805219	-0.00608730711376175	0.00534814344743658	-0.00450309249038025
CG12112:CG12112:mRNA	-0.00330155933407943	0.0249006180231992	-0.00817675110509097	-0.0248343393788154	-0.00540635999924079	0.00808080756766996	0.00301493244751492	-0.0007998420424461	-0.00943550782125018
