"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000101138" 65 5 2 0 0 0 65 5 2 0 0 0 65 20 0 0 0 "CSTF1"
"ENSG00000101158" 76 4 0 2 0 0 76 0 0 0 0 0 76 35 0 0 2 "NELFCD"
"ENSG00000101166" 190 5 0 3 0 0 190 6 0 0 0 0 190 74 2 0 0 "SLMO2"
"ENSG00000101182" 193 0 0 0 0 0 193 9 0 2 0 0 193 67 0 0 2 "PSMA7"
"ENSG00000101558" 167 5 0 0 0 0 167 9 0 2 0 0 167 67 0 0 2 "VAPA"
"ENSG00000101608" 149 9 0 4 0 0 149 5 0 0 0 0 149 60 0 0 0 "MYL12A"
"ENSG00000101843" 62 4 0 0 0 0 62 3 0 0 0 0 62 27 0 0 0 "PSMD10"
"ENSG00000101856" 100 3 0 0 0 0 100 0 0 0 0 0 100 50 0 0 0 "PGRMC1"
"ENSG00000101901" 95 0 0 0 0 0 95 0 0 0 0 0 95 33 0 0 0 "ALG13"
"ENSG00000101972" 112 8 3 3 0 0 112 0 0 0 0 0 112 34 2 0 0 "STAG2"
"ENSG00000102024" 337 2 0 0 0 0 337 7 0 0 0 3 337 68 0 0 7 "PLS3"
"ENSG00000102030" 37 0 0 0 0 0 37 3 0 0 0 0 37 27 0 0 0 "NAA10"
"ENSG00000102054" 98 5 0 0 0 0 98 2 0 0 0 0 98 44 0 0 0 "RBBP7"
"ENSG00000102144" 238 2 0 0 0 0 238 4 0 0 0 0 238 60 3 0 4 "PGK1"
"ENSG00000102172" 85 4 0 2 0 0 85 0 0 0 0 0 85 30 0 0 0 "SMS"
"ENSG00000102265" 86 0 0 0 0 0 86 0 0 0 0 0 86 32 0 0 0 "TIMP1"
"ENSG00000102309" 45 0 0 0 0 0 45 0 0 0 0 0 45 30 0 0 0 "PIN4"
"ENSG00000102317" 160 3 0 0 0 0 160 6 2 0 0 0 160 73 0 0 0 "RBM3"
"ENSG00000102393" 69 0 0 0 0 0 69 2 0 2 0 0 69 33 0 0 2 "GLA"
"ENSG00000102471" 76 2 0 0 0 0 76 3 0 0 0 0 76 31 0 0 0 "NDFIP2"
"ENSG00000102572" 116 2 0 0 0 0 116 5 0 3 0 0 116 33 0 2 0 "STK24"
"ENSG00000102898" 42 0 0 0 0 0 42 0 0 0 0 0 42 30 0 0 0 "NUTF2"
"ENSG00000103035" 75 2 0 0 0 0 75 3 0 0 0 0 75 30 0 0 0 "PSMD7"
"ENSG00000103121" 71 3 0 0 0 0 71 2 0 0 0 0 71 25 0 0 0 "CMC2"
"ENSG00000103187" 73 0 0 0 0 0 73 0 0 0 0 0 73 39 0 0 0 "COTL1"
"ENSG00000103275" 81 4 2 0 0 0 81 5 0 2 0 0 81 41 0 0 0 "UBE2I"
"ENSG00000103342" 141 2 0 0 0 0 141 5 0 4 0 0 141 46 0 0 0 "GSPT1"
"ENSG00000103363" 136 4 0 0 0 0 136 0 0 0 0 0 136 56 0 0 0 "TCEB2"
"ENSG00000103423" 73 4 0 0 0 0 73 5 0 2 0 0 73 24 0 0 0 "DNAJA3"
"ENSG00000103429" 57 3 0 0 0 0 57 3 0 0 0 0 57 24 0 0 0 "BFAR"
"ENSG00000103769" 115 4 0 0 0 0 115 9 2 0 0 0 115 47 0 0 0 "RAB11A"
"ENSG00000104131" 104 0 0 0 0 0 104 4 0 2 0 0 104 33 0 0 0 "EIF3J"
"ENSG00000104331" 72 0 0 0 0 0 72 4 0 0 0 0 72 38 0 0 0 "IMPAD1"
"ENSG00000104341" 110 0 0 0 0 0 110 0 0 0 0 0 110 40 0 2 3 "LAPTM4B"
"ENSG00000104388" 74 0 0 0 0 0 74 7 0 2 0 0 74 30 0 0 2 "RAB2A"
"ENSG00000104408" 187 3 0 0 0 0 187 5 3 0 0 0 187 52 0 0 2 "EIF3E"
"ENSG00000104472" 67 4 2 0 0 0 67 0 0 0 0 0 67 28 0 0 0 "CHRAC1"
"ENSG00000104660" 46 0 0 0 0 0 46 3 0 2 0 0 46 33 0 0 0 "LEPROTL1"
"ENSG00000104687" 92 3 0 2 0 0 92 3 0 0 0 0 92 36 0 0 0 "GSR"
"ENSG00000104738" 111 4 0 0 0 0 111 6 0 0 0 0 111 29 2 0 4 "MCM4"
"ENSG00000104824" 96 5 0 3 0 0 96 0 0 0 0 0 96 33 0 0 0 "HNRNPL"
"ENSG00000104889" 91 3 0 0 0 0 91 0 0 0 0 0 91 34 0 0 0 "RNASEH2A"
"ENSG00000104904" 145 2 0 0 0 0 145 9 3 3 0 0 145 77 5 0 2 "OAZ1"
"ENSG00000104979" 105 4 0 0 0 0 105 3 0 0 0 0 105 46 0 0 0 "C19orf53"
"ENSG00000105058" 85 0 0 0 0 0 85 0 0 0 0 0 85 49 0 0 0 "FAM32A"
"ENSG00000105176" 70 4 0 0 0 0 70 5 0 0 0 0 70 32 0 0 2 "URI1"
"ENSG00000105185" 225 3 0 0 0 0 225 13 2 5 2 0 225 84 3 0 3 "PDCD5"
"ENSG00000105193" 248 4 0 0 0 0 248 3 0 0 0 0 248 126 0 0 0 "RPS16"
"ENSG00000105197" 96 0 0 0 0 0 96 2 0 0 0 0 96 45 0 0 0 "TIMM50"
"ENSG00000105202" 63 3 0 0 0 0 63 2 0 2 0 0 63 30 0 0 0 "FBL"
"ENSG00000105254" 57 3 0 0 2 0 57 0 0 0 0 0 57 39 0 0 0 "TBCB"
"ENSG00000105281" 87 9 0 3 0 0 87 8 0 5 0 0 87 24 0 0 0 "SLC1A5"
"ENSG00000105323" 114 7 0 2 0 0 114 3 0 2 0 0 114 37 0 0 0 "HNRNPUL1"
"ENSG00000105372" 260 5 0 0 0 0 260 0 0 0 0 0 260 120 0 0 2 "RPS19"
"ENSG00000105401" 77 0 0 0 0 0 77 3 0 0 0 0 77 43 0 0 0 "CDC37"
"ENSG00000105518" 49 0 0 0 0 0 49 0 0 0 0 0 49 36 0 0 0 "TMEM205"
"ENSG00000105583" 68 0 0 0 0 0 68 0 0 0 0 0 68 42 0 0 0 "WDR83OS"
"ENSG00000105640" 317 0 0 0 0 0 317 2 0 0 0 0 317 88 2 0 0 "RPL18A"
"ENSG00000105669" 71 0 0 0 0 0 71 2 0 0 0 0 71 32 0 0 0 "COPE"
"ENSG00000105819" 81 0 0 0 0 0 81 4 0 0 0 0 81 32 0 0 0 "PMPCB"
"ENSG00000105829" 55 0 0 0 0 0 55 4 2 0 0 0 55 28 0 0 0 "BET1"
"ENSG00000105854" 135 5 0 3 0 0 135 11 0 4 0 0 135 37 0 0 2 "PON2"
"ENSG00000105968" 101 2 0 0 0 0 101 0 0 0 0 0 101 38 0 0 0 "H2AFV"
"ENSG00000105971" 107 4 0 0 0 0 107 4 2 0 0 0 107 42 0 0 2 "CAV2"
"ENSG00000105974" 106 4 0 0 0 0 106 14 3 5 0 0 106 35 0 0 0 "CAV1"
"ENSG00000105976" 146 7 0 0 0 0 146 0 0 0 0 0 146 27 0 0 2 "MET"
"ENSG00000106028" 116 5 0 0 0 0 116 7 0 2 0 0 116 46 0 0 0 "SSBP1"
"ENSG00000106105" 119 5 0 0 0 0 119 4 0 0 2 0 119 38 0 0 3 "GARS"
"ENSG00000106153" 206 0 0 0 0 0 206 5 0 2 0 0 206 87 0 0 0 "CHCHD2"
"ENSG00000106211" 144 7 0 2 0 0 144 3 0 0 0 0 144 67 0 0 0 "HSPB1"
"ENSG00000106263" 149 5 0 0 2 0 149 7 2 2 0 0 149 27 0 0 0 "EIF3B"
"ENSG00000106355" 100 0 0 0 0 0 100 10 4 2 0 0 100 42 0 0 0 "LSM5"
"ENSG00000106399" 106 2 0 0 0 0 106 5 0 2 0 0 106 50 0 0 0 "RPA3"
"ENSG00000106400" 86 2 0 0 0 0 86 4 0 0 2 0 86 53 0 2 0 "ZNHIT1"
"ENSG00000106460" 96 4 0 2 0 0 96 6 0 0 0 0 96 41 0 0 0 "TMEM106B"
"ENSG00000106554" 124 7 0 2 0 0 124 9 0 5 0 0 124 52 2 0 0 "CHCHD3"
"ENSG00000106591" 106 8 0 0 0 0 106 0 0 0 0 0 106 38 0 0 0 "MRPL32"
"ENSG00000106609" 140 6 0 0 0 0 140 3 0 0 0 0 140 70 0 0 0 "TMEM248"
"ENSG00000106628" 101 3 0 0 0 0 101 5 0 0 0 0 101 49 0 0 0 "POLD2"
"ENSG00000106636" 80 2 0 0 0 0 80 6 0 5 0 0 80 30 0 0 0 "YKT6"
"ENSG00000106723" 115 9 0 5 0 0 115 7 0 2 0 0 115 52 0 0 5 "SPIN1"
"ENSG00000106803" 104 0 0 0 0 0 104 5 0 0 0 0 104 48 0 0 0 "SEC61B"
"ENSG00000106853" 124 0 0 0 0 0 124 5 0 0 0 0 124 67 2 0 3 "PTGR1"
"ENSG00000107020" 70 0 0 0 0 0 70 2 0 0 0 0 70 57 0 0 0 "PLGRKT"
"ENSG00000107223" 146 4 0 0 0 0 146 3 0 0 0 0 146 49 0 0 0 "EDF1"
"ENSG00000107262" 101 2 0 0 0 0 101 2 0 0 0 0 101 45 0 0 0 "BAG1"
"ENSG00000107745" 58 3 2 0 0 0 58 3 0 0 0 0 58 28 0 0 0 "MICU1"
"ENSG00000107949" 82 6 0 3 0 0 82 0 0 0 0 0 82 36 0 0 0 "BCCIP"
"ENSG00000107951" 65 4 0 0 0 0 65 3 0 0 0 0 65 26 0 0 0 "MTPAP"
"ENSG00000107959" 121 0 0 0 0 0 121 3 0 0 0 0 121 46 0 0 4 "PITRM1"
"ENSG00000108010" 78 5 0 0 0 0 78 4 0 2 0 0 78 27 0 0 2 "GLRX3"
"ENSG00000108064" 94 2 0 2 0 0 94 4 0 0 0 0 94 38 0 0 0 "TFAM"
"ENSG00000108107" 174 0 0 0 0 0 174 4 3 0 0 0 174 82 4 0 0 "RPL28"
"ENSG00000108176" 69 0 0 0 0 0 69 4 0 3 0 0 69 34 0 0 2 "DNAJC12"
"ENSG00000108256" 184 9 0 4 0 0 184 4 0 0 0 0 184 43 0 0 0 "NUFIP2"
"ENSG00000108294" 233 4 0 0 0 0 233 12 0 3 0 0 233 105 0 0 2 "PSMB3"
"ENSG00000108298" 304 8 0 0 0 0 304 2 0 0 0 0 304 84 0 0 2 "RPL19"
"ENSG00000108344" 65 0 0 0 0 0 65 3 2 0 0 0 65 31 0 0 0 "PSMD3"
"ENSG00000108389" 59 0 0 0 0 0 59 3 0 2 0 0 59 29 0 0 0 "MTMR4"
"ENSG00000108424" 277 16 0 4 2 0 277 14 2 4 0 0 277 74 0 0 0 "KPNB1"
"ENSG00000108448" 178 0 0 0 0 0 178 6 0 2 0 0 178 43 0 0 0 "TRIM16L"
"ENSG00000108468" 77 4 0 0 0 0 77 0 0 0 0 0 77 33 0 0 0 "CBX1"
"ENSG00000108510" 121 5 0 0 0 0 121 7 0 0 0 0 121 33 0 0 0 "MED13"
"ENSG00000108515" 80 0 0 0 0 0 80 0 0 0 0 0 80 30 2 0 0 "ENO3"
"ENSG00000108518" 302 7 0 0 0 0 302 0 0 0 0 0 302 98 0 0 0 "PFN1"
"ENSG00000108528" 68 2 0 0 0 0 68 2 0 0 0 0 68 32 0 0 0 "SLC25A11"
"ENSG00000108559" 89 3 0 0 0 0 89 5 0 2 0 0 89 39 2 0 0 "NUP88"
"ENSG00000108587" 69 6 0 2 0 0 69 3 0 2 0 0 69 21 0 0 0 "GOSR1"
"ENSG00000108588" 112 6 0 2 0 0 112 4 0 4 0 0 112 40 0 0 0 "CCDC47"
"ENSG00000108654" 188 18 2 9 0 0 188 3 0 0 0 0 188 28 0 0 3 "DDX5"
"ENSG00000108671" 125 5 0 0 0 0 125 10 2 0 0 0 125 37 0 3 0 "PSMD11"
"ENSG00000108826" 52 0 0 0 0 0 52 0 0 0 0 0 52 30 0 0 0 "MRPL27"
"ENSG00000108883" 90 0 0 0 0 0 90 7 0 4 0 0 90 32 0 0 0 "EFTUD2"
"ENSG00000108946" 120 6 0 0 0 0 120 4 0 0 0 0 120 52 0 0 2 "PRKAR1A"
"ENSG00000108953" 227 6 2 0 0 0 227 0 0 0 0 0 227 70 3 0 5 "YWHAE"
"ENSG00000109099" 79 5 0 0 0 0 79 2 0 0 0 0 79 28 0 0 0 "PMP22"
"ENSG00000109133" 161 4 0 2 0 0 161 18 2 5 0 0 161 60 0 0 0 "TMEM33"
"ENSG00000109332" 193 11 2 5 0 0 193 12 2 4 0 0 193 70 0 2 0 "UBE2D3"
"ENSG00000109390" 73 2 0 0 0 0 73 0 0 0 0 0 73 39 0 0 0 "NDUFC1"
"ENSG00000109445" 52 2 0 2 0 0 52 3 0 0 0 0 52 29 0 0 0 "ZNF330"
"ENSG00000109475" 315 12 0 2 0 0 315 5 2 0 0 0 315 142 2 0 0 "RPL34"
"ENSG00000109519" 89 3 2 0 0 0 89 8 0 0 0 0 89 50 0 0 2 "GRPEL1"
"ENSG00000109536" 65 2 0 0 0 0 65 2 0 0 0 0 65 27 0 0 2 "FRG1"
"ENSG00000109572" 64 5 0 0 0 0 64 0 0 0 0 0 64 25 0 0 0 "CLCN3"
"ENSG00000109606" 114 3 0 0 0 0 114 7 0 3 0 0 114 20 0 0 0 "DHX15"
"ENSG00000109686" 76 0 0 0 0 0 76 3 0 2 0 0 76 27 0 0 2 "SH3D19"
"ENSG00000109814" 104 0 0 0 0 0 104 3 0 0 0 0 104 39 0 0 2 "UGDH"
"ENSG00000109854" 94 0 0 0 0 0 94 4 0 0 0 0 94 56 0 0 0 "HTATIP2"
"ENSG00000109861" 196 10 0 0 0 0 196 0 0 0 0 0 196 65 0 0 2 "CTSC"
"ENSG00000109919" 97 6 0 2 0 0 97 4 0 0 0 0 97 40 0 0 2 "MTCH2"
"ENSG00000109971" 416 4 0 0 0 0 416 5 0 0 0 0 416 40 0 0 0 "HSPA8"
"ENSG00000110172" 80 0 0 0 0 0 80 4 0 0 0 0 80 27 0 0 0 "CHORDC1"
"ENSG00000110195" 117 2 0 0 0 0 117 0 0 0 0 0 117 32 0 0 0 "FOLR1"
"ENSG00000110321" 383 9 0 2 0 0 383 21 0 9 0 0 383 38 0 0 0 "EIF4G2"
"ENSG00000110696" 122 5 0 0 0 0 122 7 0 3 0 0 122 45 0 0 0 "C11orf58"
"ENSG00000110700" 287 0 0 0 0 0 287 4 0 0 0 0 287 86 3 0 0 "RPS13"
"ENSG00000110717" 117 5 0 0 0 0 117 6 0 0 0 0 117 57 0 0 0 "NDUFS8"
"ENSG00000110768" 75 2 0 0 0 0 75 5 0 0 0 0 75 36 2 2 0 "GTF2H1"
"ENSG00000110955" 185 0 0 0 0 0 185 9 2 2 0 0 185 68 4 0 2 "ATP5B"
"ENSG00000110958" 139 2 0 0 0 0 139 7 3 2 0 0 139 43 2 0 0 "PTGES3"
"ENSG00000111142" 98 6 0 3 0 0 98 6 0 3 0 0 98 30 0 0 0 "METAP2"
"ENSG00000111144" 69 3 0 0 0 0 69 2 0 0 0 0 69 30 0 0 0 "LTA4H"
"ENSG00000111229" 67 0 0 0 0 0 67 2 0 0 0 0 67 35 0 0 0 "ARPC3"
"ENSG00000111237" 130 6 0 0 0 0 130 2 0 0 0 0 130 63 0 0 0 "VPS29"
"ENSG00000111371" 223 3 0 0 0 0 223 3 0 0 0 0 223 45 0 0 2 "SLC38A1"
"ENSG00000111445" 109 3 0 0 0 0 109 5 0 3 0 0 109 37 0 0 0 "RFC5"
"ENSG00000111481" 106 0 0 0 0 0 106 0 0 0 0 0 106 30 0 0 0 "COPZ1"
"ENSG00000111605" 103 3 0 2 0 0 103 2 0 0 0 0 103 26 0 0 0 "CPSF6"
"ENSG00000111639" 119 3 0 0 0 0 119 4 0 0 0 0 119 50 0 0 0 "MRPL51"
"ENSG00000111642" 141 7 0 2 0 0 141 6 0 4 0 0 141 29 0 0 0 "CHD4"
"ENSG00000111669" 195 3 0 0 0 0 195 0 0 0 0 0 195 46 0 0 4 "TPI1"
"ENSG00000111678" 63 0 0 0 0 0 63 0 0 0 0 0 63 36 0 0 0 "C12orf57"
"ENSG00000111711" 78 0 0 0 0 0 78 3 0 0 0 0 78 47 0 0 2 "GOLT1B"
"ENSG00000111716" 319 8 0 0 0 0 319 11 0 2 2 0 319 96 2 0 0 "LDHB"
"ENSG00000111775" 79 2 0 0 0 0 79 0 0 0 0 0 79 42 0 0 2 "COX6A1"
"ENSG00000111786" 72 5 0 2 0 0 72 6 3 2 0 0 72 25 0 0 0 "SRSF9"
"ENSG00000111799" 202 8 0 0 0 0 202 0 0 0 0 0 202 22 0 0 0 "COL12A1"
"ENSG00000111832" 93 2 0 0 0 0 93 4 0 0 0 0 93 49 0 0 0 "RWDD1"
"ENSG00000111843" 114 6 0 0 0 0 114 0 0 0 0 0 114 47 0 0 0 "TMEM14C"
"ENSG00000111875" 84 7 0 0 0 0 84 5 0 2 0 0 84 35 0 0 0 "ASF1A"
"ENSG00000111906" 114 2 0 0 0 0 114 2 0 0 0 0 114 50 2 0 0 "HDDC2"
"ENSG00000111907" 81 0 0 0 0 0 81 6 3 2 0 0 81 32 0 0 0 "TPD52L1"
"ENSG00000112081" 246 7 0 2 0 0 246 13 3 2 0 0 246 101 0 0 3 "SRSF3"
"ENSG00000112096" 81 0 0 0 0 0 81 0 0 0 0 0 81 39 0 0 0 "SOD2"
"ENSG00000112110" 121 4 0 2 0 0 121 9 4 0 0 0 121 44 0 0 0 "MRPL18"
"ENSG00000112118" 116 0 0 0 0 0 116 8 3 0 0 0 116 27 0 0 0 "MCM3"
"ENSG00000112208" 90 10 2 2 0 0 90 4 0 0 0 0 90 29 0 0 0 "BAG2"
"ENSG00000112237" 96 0 0 0 0 0 96 3 0 0 0 0 96 37 0 0 0 "CCNC"
"ENSG00000112245" 321 14 0 4 0 0 321 14 5 5 0 0 321 75 0 0 2 "PTP4A1"
"ENSG00000112306" 179 3 0 0 0 0 179 0 0 0 0 0 179 57 0 0 0 "RPS12"
"ENSG00000112335" 104 4 0 0 0 0 104 3 0 0 0 0 104 51 0 2 0 "SNX3"
"ENSG00000112339" 101 0 0 0 0 0 101 6 0 4 0 0 101 35 0 2 0 "HBS1L"
"ENSG00000112378" 102 0 0 0 0 0 102 2 0 0 0 0 102 48 0 0 3 "PERP"
"ENSG00000112695" 164 3 0 0 0 0 164 5 3 2 0 0 164 62 0 0 0 "COX7A2"
"ENSG00000112773" 154 10 0 0 0 0 154 9 0 0 0 0 154 28 0 0 0 "FAM46A"
"ENSG00000112996" 190 10 2 2 2 0 190 12 0 0 0 0 190 64 3 0 0 "MRPS30"
"ENSG00000113013" 293 17 4 5 2 0 293 14 0 5 0 2 293 86 0 0 3 "HSPA9"
"ENSG00000113161" 91 10 0 4 0 0 91 4 0 0 0 0 91 16 0 0 0 "HMGCR"
"ENSG00000113269" 51 3 0 2 0 0 51 3 0 2 0 0 51 27 0 0 4 "RNF130"
"ENSG00000113360" 164 6 0 2 0 0 164 8 0 0 0 0 164 29 0 0 0 "DROSHA"
"ENSG00000113369" 237 2 0 0 0 0 237 12 0 0 0 0 237 29 0 0 0 "ARRDC3"
"ENSG00000113384" 127 9 2 4 0 0 127 12 3 4 0 0 127 24 0 0 0 "GOLPH3"
"ENSG00000113387" 355 10 2 2 0 0 355 10 2 4 0 0 355 143 4 2 0 "SUB1"
"ENSG00000113389" 126 6 0 0 0 0 126 4 0 0 0 0 126 32 0 0 0 "NPR3"
"ENSG00000113407" 343 14 0 2 2 0 343 10 0 6 0 0 343 58 0 0 0 "TARS"
"ENSG00000113448" 265 8 0 2 0 0 265 8 2 0 0 0 265 19 0 0 0 "PDE4D"
"ENSG00000113456" 96 4 0 0 0 0 96 3 0 0 0 0 96 41 0 0 0 "RAD1"
"ENSG00000113460" 160 15 4 5 0 0 160 5 0 0 0 0 160 45 0 0 0 "BRIX1"
"ENSG00000113558" 206 6 0 0 0 0 206 8 0 0 0 0 206 94 2 0 11 "SKP1"
"ENSG00000113569" 265 17 0 4 4 0 265 16 2 2 0 0 265 49 2 2 0 "NUP155"
"ENSG00000113575" 121 7 2 4 0 0 121 2 0 0 0 0 121 49 0 0 0 "PPP2CA"
"ENSG00000113580" 184 15 4 2 0 0 184 8 2 0 0 0 184 30 0 0 0 "NR3C1"
"ENSG00000113583" 61 5 0 0 0 0 61 2 0 0 0 0 61 31 0 0 2 "C5orf15"
"ENSG00000113621" 87 0 0 0 0 0 87 2 0 0 0 0 87 45 0 0 0 "TXNDC15"
"ENSG00000113648" 98 4 0 0 0 0 98 3 0 2 0 0 98 30 0 0 0 "H2AFY"
"ENSG00000113649" 113 2 0 0 0 0 113 7 0 3 0 0 113 21 0 0 0 "TCERG1"
"ENSG00000113657" 60 0 0 0 0 0 60 0 0 0 0 0 60 34 0 0 0 "DPYSL3"
"ENSG00000113719" 132 0 0 0 0 0 132 2 0 0 0 0 132 57 0 2 5 "ERGIC1"
"ENSG00000113732" 105 4 0 2 0 0 105 8 0 5 0 0 105 37 0 0 0 "ATP6V0E1"
"ENSG00000113811" 89 11 0 6 0 0 89 5 0 0 0 0 89 38 0 0 0 "SELK"
"ENSG00000113845" 87 5 0 0 0 0 87 2 0 0 0 0 87 28 0 0 2 "TIMMDC1"
"ENSG00000114125" 81 3 0 0 0 0 81 2 0 0 0 0 81 36 0 0 0 "RNF7"
"ENSG00000114209" 97 9 0 2 0 0 97 9 0 4 0 0 97 19 0 0 2 "PDCD10"
"ENSG00000114251" 129 9 0 4 0 0 129 10 2 0 0 0 129 11 0 0 0 "WNT5A"
"ENSG00000114391" 303 8 0 0 0 0 303 4 0 0 0 0 303 106 0 0 2 "RPL24"
"ENSG00000114416" 110 5 0 0 0 0 110 2 0 2 0 0 110 38 0 0 0 "FXR1"
"ENSG00000114439" 76 10 0 3 0 0 76 4 0 2 0 0 76 19 0 0 0 "BBX"
"ENSG00000114480" 94 2 0 0 0 0 94 5 0 0 0 0 94 49 0 0 0 "GBE1"
"ENSG00000114503" 61 0 0 0 0 0 61 5 0 2 0 0 61 27 0 0 0 "NCBP2"
"ENSG00000114686" 137 4 0 0 0 0 137 13 3 3 0 0 137 51 0 0 2 "MRPL3"
"ENSG00000114850" 212 6 0 2 0 0 212 6 0 2 0 0 212 76 0 0 6 "SSR3"
"ENSG00000114902" 62 4 0 0 0 0 62 2 0 0 0 0 62 24 0 0 0 "SPCS1"
"ENSG00000114942" 219 7 0 2 0 0 219 5 4 0 0 0 219 56 0 0 0 "EEF1B2"
"ENSG00000114956" 57 2 0 0 0 0 57 0 0 0 0 0 57 36 0 0 0 "DGUOK"
"ENSG00000114978" 117 2 0 0 0 0 117 8 0 2 0 0 117 43 2 0 0 "MOB1A"
"ENSG00000115053" 222 9 2 2 0 0 222 12 0 3 2 0 222 52 0 0 0 "NCL"
"ENSG00000115091" 216 9 0 0 0 0 216 16 0 4 0 0 216 67 0 0 0 "ACTR3"
"ENSG00000115128" 131 2 0 0 0 0 131 4 0 2 0 0 131 61 0 0 0 "SF3B6"
"ENSG00000115163" 51 2 0 0 2 0 51 2 0 0 0 0 51 26 0 0 0 "CENPA"
"ENSG00000115233" 105 5 0 2 0 0 105 4 0 2 0 0 105 37 0 0 0 "PSMD14"
"ENSG00000115268" 127 2 0 0 0 0 127 0 0 0 0 0 127 45 0 0 0 "RPS15"
"ENSG00000115306" 249 5 0 0 0 0 249 5 0 0 0 0 249 46 3 0 9 "SPTBN1"
"ENSG00000115307" 99 0 0 0 0 0 99 5 2 2 0 0 99 42 0 0 0 "AUP1"
"ENSG00000115310" 133 3 0 2 0 0 133 2 0 0 0 0 133 41 0 0 0 "RTN4"
"ENSG00000115364" 69 0 0 0 0 0 69 3 0 0 0 0 69 38 0 0 0 "MRPL19"
"ENSG00000115484" 165 2 0 0 0 0 165 3 0 0 0 0 165 40 0 0 0 "CCT4"
"ENSG00000115514" 78 4 0 0 0 0 78 5 0 0 0 0 78 39 0 0 0 "TXNDC9"
"ENSG00000115524" 240 10 0 0 3 0 240 9 2 0 0 0 240 41 0 0 2 "SF3B1"
"ENSG00000115541" 188 9 4 0 2 0 188 14 2 2 0 0 188 70 0 0 4 "HSPE1"
"ENSG00000115685" 59 2 0 0 0 0 59 7 0 2 0 0 59 29 0 0 0 "PPP1R7"
"ENSG00000115758" 200 7 0 2 0 0 200 7 0 3 0 0 200 68 3 0 2 "ODC1"
"ENSG00000115875" 161 10 0 6 0 0 161 7 0 2 0 0 161 36 0 0 0 "SRSF7"
"ENSG00000115919" 132 4 0 0 2 0 132 7 0 0 0 0 132 40 0 0 4 "KYNU"
"ENSG00000115944" 71 0 0 0 0 0 71 0 0 0 0 0 71 38 0 0 2 "COX7A2L"
"ENSG00000115946" 62 2 0 0 0 0 62 2 0 0 0 0 62 29 0 0 0 "PNO1"
"ENSG00000115963" 127 3 0 0 0 0 127 4 0 0 0 0 127 25 0 0 0 "RND3"
"ENSG00000116030" 74 0 0 0 0 0 74 2 0 0 0 0 74 30 0 0 2 "SUMO1"
"ENSG00000116044" 89 12 3 4 0 0 89 5 0 0 0 0 89 17 0 0 0 "NFE2L2"
"ENSG00000116161" 136 8 0 0 0 0 136 15 0 7 0 0 136 46 0 0 0 "CACYBP"
"ENSG00000116209" 162 3 0 2 0 0 162 3 0 0 0 0 162 73 0 0 2 "TMEM59"
"ENSG00000116221" 131 3 0 0 0 0 131 8 0 2 3 0 131 42 2 0 2 "MRPL37"
"ENSG00000116237" 75 2 0 0 0 0 75 4 0 0 0 0 75 28 0 0 0 "ICMT"
"ENSG00000116251" 289 5 0 0 0 0 289 6 0 0 0 0 289 134 4 0 4 "RPL22"
"ENSG00000116288" 132 0 0 0 0 0 132 2 0 0 0 0 132 53 0 0 2 "PARK7"
"ENSG00000116459" 164 0 0 0 0 0 164 6 2 4 0 0 164 49 0 2 2 "ATP5F1"
"ENSG00000116473" 58 2 0 0 0 0 58 8 2 0 0 0 58 26 0 0 0 "RAP1A"
"ENSG00000116489" 136 4 0 0 0 0 136 6 0 2 0 2 136 36 0 0 0 "CAPZA1"
"ENSG00000116560" 178 9 0 2 0 0 178 5 0 0 0 0 178 51 0 0 0 "SFPQ"
"ENSG00000116752" 78 2 0 2 0 0 78 7 0 4 0 0 78 40 0 0 0 "BCAS2"
"ENSG00000116754" 101 4 0 3 0 0 101 2 0 0 0 0 101 25 0 0 0 "SRSF11"
"ENSG00000116857" 65 0 0 0 0 0 65 2 0 0 0 0 65 30 0 0 0 "TMEM9"
"ENSG00000116898" 112 0 0 0 0 0 112 0 0 0 0 0 112 78 0 0 0 "MRPS15"
"ENSG00000116906" 53 0 0 0 0 0 53 0 0 0 0 0 53 30 0 0 0 "GNPAT"
"ENSG00000117118" 222 7 0 2 2 0 222 5 2 2 0 0 222 69 0 0 0 "SDHB"
"ENSG00000117318" 292 26 5 9 0 0 292 4 3 0 0 0 292 40 0 0 0 "ID3"
"ENSG00000117394" 78 3 0 0 0 0 78 6 0 2 0 0 78 27 0 0 2 "SLC2A1"
"ENSG00000117395" 135 10 0 0 5 0 135 5 0 2 0 0 135 68 0 0 3 "EBNA1BP2"
"ENSG00000117399" 82 5 2 0 0 0 82 5 0 0 0 0 82 24 0 0 0 "CDC20"
"ENSG00000117450" 280 4 0 0 0 0 280 8 0 2 0 0 280 78 0 0 0 "PRDX1"
"ENSG00000117519" 105 0 0 0 0 0 105 6 0 2 2 0 105 52 0 0 0 "CNN3"
"ENSG00000117528" 58 5 0 0 2 0 58 4 3 0 0 0 58 23 0 0 0 "ABCD3"
